ticker,date,date_ym,date_raw,title,text,url,source_page
KZIZ,2024-05-29,2024-05,29.05.24,КМЗ ПАО - Информация,,https://www.finam.ru/publications/item/kmz-pao-informatsiya-20240529-1122/,https://www.finam.ru/quote/moex/kziz/publications/
