time,open,high,low,close,volume,is_complete
2023-02-06T00:00:00+00:00,0.6575,0.71,0.6555,0.6905,97606,True
2023-02-07T00:00:00+00:00,0.695,0.71,0.676,0.6845,67811,True
2023-02-08T00:00:00+00:00,0.6845,0.7,0.675,0.6975,39594,True
2023-02-09T00:00:00+00:00,0.715,0.763,0.698,0.7295,212725,True
2023-02-10T00:00:00+00:00,0.75,0.751,0.715,0.723,44041,True
2023-02-13T00:00:00+00:00,0.728,0.7365,0.706,0.715,30073,True
2023-02-14T00:00:00+00:00,0.715,0.7165,0.695,0.703,35695,True
2023-02-15T00:00:00+00:00,0.701,0.701,0.649,0.658,33171,True
2023-02-16T00:00:00+00:00,0.663,0.722,0.663,0.698,76506,True
2023-02-17T00:00:00+00:00,0.7145,0.719,0.675,0.6905,20347,True
2023-02-20T00:00:00+00:00,0.6945,0.7005,0.666,0.677,23784,True
2023-02-21T00:00:00+00:00,0.68,0.7295,0.678,0.6955,76893,True
2023-02-22T00:00:00+00:00,0.696,0.7225,0.693,0.6965,39599,True
2023-02-24T00:00:00+00:00,0.6945,0.714,0.6945,0.7075,11320,True
2023-02-27T00:00:00+00:00,0.7025,0.7195,0.7,0.7155,20399,True
2023-02-28T00:00:00+00:00,0.72,0.725,0.692,0.7065,30650,True
2023-03-01T00:00:00+00:00,0.725,0.725,0.705,0.707,18971,True
2023-03-02T00:00:00+00:00,0.716,0.719,0.67,0.6985,30126,True
2023-03-03T00:00:00+00:00,0.6985,0.7045,0.6935,0.702,11058,True
2023-03-06T00:00:00+00:00,0.7025,0.7105,0.692,0.702,13358,True
2023-03-07T00:00:00+00:00,0.7055,0.7055,0.688,0.6975,15858,True
2023-03-09T00:00:00+00:00,0.701,0.7235,0.69,0.71,94707,True
2023-03-10T00:00:00+00:00,0.7095,0.7095,0.696,0.701,12019,True
2023-03-13T00:00:00+00:00,0.696,0.724,0.694,0.717,71859,True
2023-03-14T00:00:00+00:00,0.7245,0.725,0.7,0.7055,33724,True
2023-03-15T00:00:00+00:00,0.709,0.7145,0.696,0.702,10444,True
2023-03-16T00:00:00+00:00,0.707,0.709,0.697,0.702,10138,True
2023-03-17T00:00:00+00:00,0.7025,0.7125,0.7025,0.707,11437,True
2023-03-20T00:00:00+00:00,0.7045,0.7155,0.7045,0.7125,13625,True
2023-03-21T00:00:00+00:00,0.712,0.7185,0.71,0.7165,40876,True
2023-03-22T00:00:00+00:00,0.7165,0.718,0.7135,0.715,13771,True
2023-03-23T00:00:00+00:00,0.718,0.7215,0.7135,0.7215,59929,True
2023-03-24T00:00:00+00:00,0.725,0.7465,0.722,0.731,93251,True
2023-03-27T00:00:00+00:00,0.734,0.74,0.721,0.7255,35438,True
2023-03-28T00:00:00+00:00,0.7355,0.7385,0.6895,0.7185,62904,True
2023-03-29T00:00:00+00:00,0.7195,0.722,0.707,0.7115,20610,True
2023-03-30T00:00:00+00:00,0.7185,0.7185,0.7115,0.7165,18889,True
2023-03-31T00:00:00+00:00,0.7165,0.735,0.702,0.712,38403,True
2023-04-03T00:00:00+00:00,0.7145,0.7235,0.711,0.716,27451,True
2023-04-04T00:00:00+00:00,0.72,0.726,0.714,0.7155,17780,True
2023-04-05T00:00:00+00:00,0.7155,0.717,0.6905,0.7155,20718,True
2023-04-06T00:00:00+00:00,0.7155,0.7275,0.7065,0.7175,28291,True
2023-04-07T00:00:00+00:00,0.719,0.73,0.7085,0.723,21288,True
2023-04-10T00:00:00+00:00,0.725,0.774,0.725,0.7485,198143,True
2023-04-11T00:00:00+00:00,0.751,0.759,0.6925,0.7225,76245,True
2023-04-12T00:00:00+00:00,0.723,0.767,0.7115,0.7615,157459,True
2023-04-13T00:00:00+00:00,0.772,0.775,0.732,0.7395,87817,True
2023-04-14T00:00:00+00:00,0.7465,0.7465,0.72,0.7345,26915,True
2023-04-17T00:00:00+00:00,0.735,0.749,0.7305,0.7415,21028,True
2023-04-18T00:00:00+00:00,0.7465,0.752,0.73,0.7405,31213,True
2023-04-19T00:00:00+00:00,0.7405,0.7465,0.722,0.731,29393,True
2023-04-20T00:00:00+00:00,0.731,0.7345,0.702,0.7235,32120,True
2023-04-21T00:00:00+00:00,0.7235,0.73,0.717,0.7255,15992,True
2023-04-24T00:00:00+00:00,0.7255,0.739,0.725,0.7275,20834,True
2023-04-25T00:00:00+00:00,0.74,0.74,0.718,0.7205,29304,True
2023-04-26T00:00:00+00:00,0.7255,0.731,0.7185,0.722,9716,True
2023-04-27T00:00:00+00:00,0.7225,0.726,0.718,0.72,12628,True
2023-04-28T00:00:00+00:00,0.7275,0.731,0.7125,0.7155,16889,True
