time,open,high,low,close,volume,is_complete
2023-02-06T00:00:00+00:00,0.5625,0.58,0.554,0.567,92233,True
2023-02-07T00:00:00+00:00,0.567,0.628,0.562,0.5925,385918,True
2023-02-08T00:00:00+00:00,0.592,0.615,0.5795,0.585,101611,True
2023-02-09T00:00:00+00:00,0.59,0.595,0.584,0.584,22814,True
2023-02-10T00:00:00+00:00,0.585,0.598,0.5815,0.5845,28116,True
2023-02-13T00:00:00+00:00,0.587,0.615,0.5865,0.593,79640,True
2023-02-14T00:00:00+00:00,0.595,0.601,0.562,0.578,34550,True
2023-02-15T00:00:00+00:00,0.5755,0.597,0.559,0.565,42977,True
2023-02-16T00:00:00+00:00,0.571,0.582,0.55,0.5565,26196,True
2023-02-17T00:00:00+00:00,0.556,0.5745,0.5495,0.5655,30497,True
2023-02-20T00:00:00+00:00,0.567,0.579,0.5555,0.563,30083,True
2023-02-21T00:00:00+00:00,0.563,0.579,0.5575,0.5665,36780,True
2023-02-22T00:00:00+00:00,0.567,0.5705,0.561,0.5645,6788,True
2023-02-24T00:00:00+00:00,0.5645,0.5685,0.5645,0.5675,5560,True
2023-02-27T00:00:00+00:00,0.5675,0.583,0.5635,0.5755,31736,True
2023-02-28T00:00:00+00:00,0.5795,0.615,0.5755,0.599,168289,True
2023-03-01T00:00:00+00:00,0.608,0.612,0.598,0.605,31397,True
2023-03-02T00:00:00+00:00,0.605,0.6095,0.585,0.6035,41605,True
2023-03-03T00:00:00+00:00,0.613,0.6325,0.606,0.623,121325,True
2023-03-06T00:00:00+00:00,0.623,0.658,0.6205,0.635,104588,True
2023-03-07T00:00:00+00:00,0.64,0.734,0.622,0.6685,798913,True
2023-03-09T00:00:00+00:00,0.674,0.6875,0.6695,0.675,135054,True
2023-03-10T00:00:00+00:00,0.6785,0.6815,0.6645,0.671,48464,True
2023-03-13T00:00:00+00:00,0.6725,0.6805,0.6705,0.673,46261,True
2023-03-14T00:00:00+00:00,0.673,0.676,0.667,0.6705,20260,True
2023-03-15T00:00:00+00:00,0.676,0.676,0.6675,0.6695,18412,True
2023-03-16T00:00:00+00:00,0.6695,0.673,0.668,0.671,15029,True
2023-03-17T00:00:00+00:00,0.671,0.6725,0.6565,0.669,26476,True
2023-03-20T00:00:00+00:00,0.671,0.6715,0.666,0.666,19366,True
2023-03-21T00:00:00+00:00,0.6695,0.673,0.665,0.6675,26338,True
2023-03-22T00:00:00+00:00,0.6705,0.674,0.666,0.6715,16075,True
2023-03-23T00:00:00+00:00,0.6745,0.6815,0.667,0.6775,40429,True
2023-03-24T00:00:00+00:00,0.678,0.715,0.677,0.697,160016,True
2023-03-27T00:00:00+00:00,0.7,0.7,0.689,0.6965,39413,True
2023-03-28T00:00:00+00:00,0.6985,0.6985,0.691,0.6965,16485,True
2023-03-29T00:00:00+00:00,0.6945,0.715,0.694,0.7,72369,True
2023-03-30T00:00:00+00:00,0.7,0.715,0.6915,0.707,87578,True
2023-03-31T00:00:00+00:00,0.707,0.7095,0.695,0.705,36091,True
2023-04-03T00:00:00+00:00,0.726,0.74,0.7055,0.7315,92268,True
2023-04-04T00:00:00+00:00,0.7315,0.873,0.7215,0.7775,514017,True
2023-04-05T00:00:00+00:00,0.7905,0.791,0.743,0.7685,69707,True
2023-04-06T00:00:00+00:00,0.7795,0.8225,0.762,0.804,170566,True
2023-04-07T00:00:00+00:00,0.821,0.8545,0.801,0.81,300295,True
2023-04-10T00:00:00+00:00,0.837,0.837,0.804,0.8255,74499,True
2023-04-11T00:00:00+00:00,0.83,0.882,0.826,0.857,369442,True
2023-04-12T00:00:00+00:00,0.8675,0.881,0.835,0.85,125773,True
2023-04-13T00:00:00+00:00,0.852,0.8795,0.85,0.852,189939,True
