time,open,high,low,close,volume,is_complete
2025-02-04T00:00:00+00:00,0.5965,0.6195,0.5765,0.5865,50847,True
2025-02-05T00:00:00+00:00,0.583,0.5835,0.5735,0.579,9538,True
2025-02-06T00:00:00+00:00,0.5825,0.588,0.5755,0.58,8493,True
2025-02-07T00:00:00+00:00,0.576,0.58,0.571,0.5715,5588,True
2025-02-10T00:00:00+00:00,0.5795,0.5795,0.565,0.574,7296,True
2025-02-11T00:00:00+00:00,0.5745,0.597,0.57,0.5775,21823,True
2025-02-12T00:00:00+00:00,0.58,0.5855,0.574,0.5775,13027,True
2025-02-13T00:00:00+00:00,0.591,0.606,0.582,0.59,10348,True
2025-02-14T00:00:00+00:00,0.5945,0.598,0.576,0.5805,15186,True
2025-02-17T00:00:00+00:00,0.5805,0.603,0.5805,0.6,20794,True
2025-02-18T00:00:00+00:00,0.5975,0.61,0.5875,0.591,10751,True
2025-02-19T00:00:00+00:00,0.593,0.5985,0.59,0.595,6421,True
2025-02-20T00:00:00+00:00,0.5975,0.615,0.5975,0.61,13759,True
2025-02-21T00:00:00+00:00,0.619,0.6225,0.59,0.5975,28548,True
2025-02-24T00:00:00+00:00,0.618,0.695,0.605,0.6505,221638,True
2025-02-25T00:00:00+00:00,0.66,0.6745,0.6295,0.653,53970,True
2025-02-26T00:00:00+00:00,0.6505,0.6565,0.624,0.634,33120,True
2025-02-27T00:00:00+00:00,0.629,0.634,0.619,0.622,8340,True
2025-02-28T00:00:00+00:00,0.615,0.6405,0.615,0.626,13707,True
2025-03-03T00:00:00+00:00,0.626,0.632,0.599,0.6035,12621,True
2025-03-04T00:00:00+00:00,0.613,0.6535,0.607,0.6165,38133,True
2025-03-05T00:00:00+00:00,0.6285,0.6485,0.6125,0.6235,19346,True
2025-03-06T00:00:00+00:00,0.626,0.6385,0.6055,0.6125,9082,True
2025-03-07T00:00:00+00:00,0.615,0.6385,0.6,0.606,15276,True
2025-03-10T00:00:00+00:00,0.61,0.6255,0.61,0.6195,7102,True
2025-03-11T00:00:00+00:00,0.6135,0.6315,0.6125,0.622,8910,True
2025-03-12T00:00:00+00:00,0.6175,0.624,0.6145,0.6145,5071,True
2025-03-13T00:00:00+00:00,0.616,0.617,0.586,0.592,13666,True
2025-03-14T00:00:00+00:00,0.601,0.637,0.6,0.6055,18143,True
2025-03-17T00:00:00+00:00,0.613,0.6255,0.609,0.6125,11675,True
2025-03-18T00:00:00+00:00,0.619,0.6235,0.601,0.6075,10612,True
2025-03-19T00:00:00+00:00,0.62,0.66,0.607,0.621,41582,True
2025-03-20T00:00:00+00:00,0.6295,0.63,0.6135,0.615,7435,True
2025-03-21T00:00:00+00:00,0.616,0.618,0.6,0.602,6438,True
2025-03-24T00:00:00+00:00,0.6125,0.6235,0.608,0.608,6151,True
2025-03-25T00:00:00+00:00,0.61,0.6205,0.6055,0.606,2751,True
2025-03-26T00:00:00+00:00,0.6105,0.615,0.6015,0.603,2182,True
2025-03-27T00:00:00+00:00,0.6015,0.62,0.58,0.592,10473,True
2025-03-28T00:00:00+00:00,0.592,0.609,0.591,0.5945,4285,True
2025-03-31T00:00:00+00:00,0.59,0.6075,0.5625,0.5835,12870,True
2025-04-01T00:00:00+00:00,0.5845,0.5975,0.576,0.5855,7225,True
2025-04-02T00:00:00+00:00,0.5855,0.595,0.5805,0.5805,2017,True
2025-04-03T00:00:00+00:00,0.58,0.593,0.5345,0.5445,12003,True
2025-04-04T00:00:00+00:00,0.5625,0.5765,0.5355,0.537,3523,True
2025-04-07T00:00:00+00:00,0.5115,0.5255,0.48,0.4965,18603,True
2025-04-08T00:00:00+00:00,0.502,0.519,0.496,0.501,6417,True
2025-04-09T00:00:00+00:00,0.4935,0.4935,0.4665,0.4735,9564,True
2025-04-10T00:00:00+00:00,0.4945,0.506,0.487,0.49,4831,True
2025-04-11T00:00:00+00:00,0.4955,0.5195,0.4955,0.5005,3668,True
2025-04-14T00:00:00+00:00,0.5075,0.5265,0.505,0.5105,7728,True
