time,open,high,low,close,volume,is_complete
2023-02-06T00:00:00+00:00,0.1852,0.1864,0.1832,0.1854,1440,True
2023-02-07T00:00:00+00:00,0.187,0.187,0.182,0.1834,2962,True
2023-02-08T00:00:00+00:00,0.184,0.1866,0.183,0.185,3060,True
2023-02-09T00:00:00+00:00,0.187,0.1878,0.1838,0.1854,1726,True
2023-02-10T00:00:00+00:00,0.1818,0.1848,0.1818,0.1838,1691,True
2023-02-13T00:00:00+00:00,0.1852,0.1866,0.1826,0.184,3115,True
2023-02-14T00:00:00+00:00,0.1844,0.185,0.1802,0.1808,1669,True
2023-02-15T00:00:00+00:00,0.18,0.1808,0.1754,0.176,1757,True
2023-02-16T00:00:00+00:00,0.1772,0.1802,0.1752,0.1764,962,True
2023-02-17T00:00:00+00:00,0.1776,0.1788,0.1714,0.175,1306,True
2023-02-20T00:00:00+00:00,0.1762,0.1964,0.1702,0.1752,13677,True
2023-02-21T00:00:00+00:00,0.1748,0.187,0.1744,0.1806,6980,True
2023-02-22T00:00:00+00:00,0.182,0.184,0.1806,0.1812,1053,True
2023-02-24T00:00:00+00:00,0.1816,0.1848,0.18,0.1818,2254,True
2023-02-27T00:00:00+00:00,0.183,0.193,0.1804,0.1848,4855,True
2023-02-28T00:00:00+00:00,0.1864,0.198,0.185,0.187,18543,True
2023-03-01T00:00:00+00:00,0.187,0.1938,0.1858,0.1912,5812,True
2023-03-02T00:00:00+00:00,0.19,0.1914,0.1814,0.1854,7329,True
2023-03-03T00:00:00+00:00,0.1856,0.1886,0.1854,0.1862,2726,True
2023-03-06T00:00:00+00:00,0.187,0.195,0.187,0.1928,8536,True
2023-03-07T00:00:00+00:00,0.1938,0.1946,0.1908,0.1918,1519,True
2023-03-09T00:00:00+00:00,0.195,0.198,0.191,0.1934,6002,True
2023-03-10T00:00:00+00:00,0.1928,0.1972,0.1902,0.1934,3324,True
2023-03-13T00:00:00+00:00,0.1936,0.2,0.1924,0.1938,3171,True
2023-03-14T00:00:00+00:00,0.1948,0.1948,0.19,0.1934,1074,True
2023-03-15T00:00:00+00:00,0.1936,0.1936,0.192,0.1922,521,True
2023-03-16T00:00:00+00:00,0.1922,0.1928,0.1882,0.1908,878,True
2023-03-17T00:00:00+00:00,0.1884,0.1932,0.1884,0.1916,790,True
2023-03-20T00:00:00+00:00,0.1922,0.1944,0.1916,0.1938,920,True
2023-03-21T00:00:00+00:00,0.1948,0.1966,0.1926,0.1934,1024,True
2023-03-22T00:00:00+00:00,0.1922,0.2016,0.1896,0.1944,4904,True
2023-03-23T00:00:00+00:00,0.1946,0.2,0.1944,0.1958,1457,True
2023-03-24T00:00:00+00:00,0.1958,0.198,0.1954,0.1958,566,True
2023-03-27T00:00:00+00:00,0.1964,0.1998,0.191,0.195,3441,True
2023-03-28T00:00:00+00:00,0.1994,0.1996,0.1922,0.1946,1895,True
2023-03-29T00:00:00+00:00,0.1936,0.196,0.1936,0.195,895,True
2023-03-30T00:00:00+00:00,0.1928,0.2016,0.1924,0.1996,3932,True
2023-03-31T00:00:00+00:00,0.1988,0.2056,0.1988,0.2002,3229,True
2023-04-03T00:00:00+00:00,0.2016,0.2056,0.201,0.2032,3458,True
2023-04-04T00:00:00+00:00,0.2034,0.2084,0.202,0.204,2845,True
2023-04-05T00:00:00+00:00,0.204,0.2042,0.1996,0.2026,3103,True
2023-04-06T00:00:00+00:00,0.2028,0.209,0.2008,0.2054,4311,True
2023-04-07T00:00:00+00:00,0.2052,0.2138,0.203,0.2058,6108,True
2023-04-10T00:00:00+00:00,0.2074,0.2174,0.206,0.2172,7918,True
2023-04-11T00:00:00+00:00,0.2194,0.2198,0.2112,0.2114,5610,True
2023-04-12T00:00:00+00:00,0.2124,0.2158,0.2118,0.2132,1432,True
2023-04-13T00:00:00+00:00,0.2132,0.2164,0.2116,0.2126,969,True
2023-04-14T00:00:00+00:00,0.2138,0.2144,0.2086,0.2128,1346,True
2023-04-17T00:00:00+00:00,0.2144,0.227,0.2132,0.2154,8014,True
2023-04-18T00:00:00+00:00,0.2164,0.2188,0.2138,0.2144,1592,True
2023-04-19T00:00:00+00:00,0.2136,0.2164,0.2116,0.213,1094,True
2023-04-20T00:00:00+00:00,0.2124,0.214,0.2102,0.2118,517,True
2023-04-21T00:00:00+00:00,0.213,0.2134,0.2096,0.2126,909,True
2023-04-24T00:00:00+00:00,0.2136,0.2154,0.2126,0.2128,949,True
2023-04-25T00:00:00+00:00,0.2124,0.222,0.2124,0.2206,3675,True
2023-04-26T00:00:00+00:00,0.2206,0.2242,0.2196,0.222,4829,True
2023-04-27T00:00:00+00:00,0.22,0.2466,0.2162,0.224,30223,True
2023-04-28T00:00:00+00:00,0.224,0.239,0.221,0.2372,22414,True
2023-05-02T00:00:00+00:00,0.2384,0.245,0.231,0.2378,11412,True
2023-05-03T00:00:00+00:00,0.239,0.243,0.231,0.2356,3971,True
2023-05-04T00:00:00+00:00,0.233,0.2448,0.231,0.2318,5046,True
2023-05-05T00:00:00+00:00,0.2318,0.239,0.2238,0.2252,4572,True
2023-05-08T00:00:00+00:00,0.225,0.2274,0.2206,0.224,1633,True
2023-05-10T00:00:00+00:00,0.2248,0.2332,0.2228,0.228,2071,True
2023-05-11T00:00:00+00:00,0.2268,0.2398,0.2268,0.237,3308,True
2023-05-12T00:00:00+00:00,0.2368,0.24,0.227,0.231,3504,True
2023-05-15T00:00:00+00:00,0.2314,0.2382,0.2296,0.2382,4008,True
2023-05-16T00:00:00+00:00,0.244,0.2588,0.2396,0.2466,22736,True
2023-05-17T00:00:00+00:00,0.2712,0.2714,0.2466,0.2538,15629,True
2023-05-18T00:00:00+00:00,0.253,0.2556,0.2474,0.2556,5554,True
2023-05-19T00:00:00+00:00,0.2534,0.2548,0.2518,0.253,1319,True
2023-05-22T00:00:00+00:00,0.2544,0.2544,0.2478,0.2508,2634,True
2023-05-23T00:00:00+00:00,0.253,0.2548,0.249,0.2512,1426,True
2023-05-24T00:00:00+00:00,0.2526,0.253,0.2476,0.251,1058,True
2023-05-25T00:00:00+00:00,0.2512,0.257,0.25,0.2562,3365,True
2023-05-26T00:00:00+00:00,0.2572,0.2842,0.2572,0.2628,23790,True
2023-05-29T00:00:00+00:00,0.2652,0.2708,0.26,0.2668,3436,True
2023-05-30T00:00:00+00:00,0.272,0.2828,0.2662,0.2692,20391,True
2023-05-31T00:00:00+00:00,0.274,0.3196,0.2668,0.2908,40499,True
2023-06-01T00:00:00+00:00,0.298,0.3196,0.2838,0.31,15109,True
2023-06-02T00:00:00+00:00,0.307,0.318,0.2964,0.312,5887,True
2023-06-05T00:00:00+00:00,0.3136,0.32,0.2964,0.299,6167,True
2023-06-06T00:00:00+00:00,0.299,0.3192,0.285,0.303,5859,True
2023-06-07T00:00:00+00:00,0.3032,0.31,0.2946,0.2996,2072,True
2023-06-08T00:00:00+00:00,0.3008,0.3008,0.2886,0.2946,3057,True
2023-06-09T00:00:00+00:00,0.2946,0.3126,0.2832,0.2916,9084,True
2023-06-13T00:00:00+00:00,0.2948,0.2948,0.2898,0.294,2915,True
2023-06-14T00:00:00+00:00,0.2932,0.2998,0.293,0.2976,3057,True
2023-06-15T00:00:00+00:00,0.2976,0.299,0.2902,0.2946,1978,True
2023-06-16T00:00:00+00:00,0.2948,0.297,0.29,0.2958,2313,True
2023-06-19T00:00:00+00:00,0.2962,0.3046,0.2962,0.2982,3933,True
2023-06-20T00:00:00+00:00,0.3034,0.3088,0.3,0.3036,5583,True
2023-06-21T00:00:00+00:00,0.303,0.3074,0.303,0.3044,3156,True
2023-06-22T00:00:00+00:00,0.3028,0.3098,0.2994,0.3018,2966,True
2023-06-23T00:00:00+00:00,0.3002,0.3026,0.2902,0.2996,1359,True
2023-06-26T00:00:00+00:00,0.2996,0.3028,0.286,0.297,3467,True
2023-06-27T00:00:00+00:00,0.2972,0.3062,0.2956,0.299,2403,True
2023-06-28T00:00:00+00:00,0.3012,0.3052,0.2966,0.3028,1797,True
2023-06-29T00:00:00+00:00,0.3058,0.3058,0.298,0.3006,1581,True
2023-06-30T00:00:00+00:00,0.3038,0.3038,0.2968,0.3014,1497,True
2023-07-03T00:00:00+00:00,0.2974,0.3038,0.2974,0.2984,1468,True
2023-07-04T00:00:00+00:00,0.299,0.305,0.2982,0.303,1730,True
2023-07-05T00:00:00+00:00,0.3016,0.3302,0.3016,0.3132,11882,True
2023-07-06T00:00:00+00:00,0.3134,0.3138,0.3088,0.31,1259,True
2023-07-07T00:00:00+00:00,0.3098,0.3098,0.3006,0.3074,1824,True
2023-07-10T00:00:00+00:00,0.3092,0.3166,0.3076,0.3154,1971,True
2023-07-11T00:00:00+00:00,0.317,0.32,0.3128,0.3134,1198,True
2023-07-12T00:00:00+00:00,0.316,0.3234,0.3054,0.3208,2004,True
2023-07-13T00:00:00+00:00,0.325,0.36,0.3236,0.3436,18296,True
2023-07-14T00:00:00+00:00,0.3466,0.3624,0.323,0.3298,17861,True
2023-07-17T00:00:00+00:00,0.327,0.3372,0.3222,0.3366,5366,True
2023-07-18T00:00:00+00:00,0.3392,0.355,0.337,0.337,6313,True
2023-07-19T00:00:00+00:00,0.3416,0.3548,0.335,0.3538,7472,True
2023-07-20T00:00:00+00:00,0.36,0.36,0.335,0.3478,9544,True
2023-07-21T00:00:00+00:00,0.3448,0.3524,0.341,0.3478,2893,True
2023-07-24T00:00:00+00:00,0.3482,0.3698,0.3482,0.3646,6998,True
2023-07-25T00:00:00+00:00,0.3648,0.3892,0.3648,0.3886,12339,True
2023-07-26T00:00:00+00:00,0.3892,0.3892,0.3756,0.3832,5467,True
2023-07-27T00:00:00+00:00,0.3846,0.398,0.38,0.394,22243,True
2023-07-28T00:00:00+00:00,0.399,0.4932,0.394,0.4392,101346,True
2023-07-31T00:00:00+00:00,0.462,0.4998,0.4438,0.4686,32431,True
2023-08-01T00:00:00+00:00,0.471,0.482,0.4542,0.4568,11998,True
2023-08-02T00:00:00+00:00,0.4644,0.47,0.4466,0.452,9954,True
2023-08-03T00:00:00+00:00,0.4538,0.468,0.4506,0.46,6501,True
2023-08-04T00:00:00+00:00,0.4644,0.471,0.4184,0.449,9898,True
2023-08-07T00:00:00+00:00,0.4572,0.4686,0.444,0.4552,4914,True
2023-08-08T00:00:00+00:00,0.4554,0.456,0.4236,0.443,7897,True
2023-08-09T00:00:00+00:00,0.4544,0.477,0.4378,0.4762,19264,True
2023-08-10T00:00:00+00:00,0.48,0.5124,0.4512,0.464,15683,True
2023-08-11T00:00:00+00:00,0.4748,0.49,0.458,0.4738,6525,True
2023-08-14T00:00:00+00:00,0.48,0.4816,0.45,0.452,8486,True
2023-08-15T00:00:00+00:00,0.45,0.4756,0.411,0.4558,7750,True
2023-08-16T00:00:00+00:00,0.4604,0.5038,0.4322,0.4738,41548,True
2023-08-17T00:00:00+00:00,0.4738,0.489,0.4532,0.4698,6556,True
2023-08-18T00:00:00+00:00,0.4666,0.4824,0.46,0.473,3756,True
2023-08-21T00:00:00+00:00,0.492,0.499,0.462,0.486,9374,True
2023-08-22T00:00:00+00:00,0.489,0.4998,0.4724,0.4864,13670,True
2023-08-23T00:00:00+00:00,0.487,0.4886,0.47,0.4762,3117,True
2023-08-24T00:00:00+00:00,0.4738,0.4778,0.4626,0.4708,2059,True
2023-08-25T00:00:00+00:00,0.4774,0.494,0.4736,0.484,7122,True
2023-08-28T00:00:00+00:00,0.52,0.52,0.49,0.4932,13410,True
2023-08-29T00:00:00+00:00,0.4986,0.4988,0.49,0.4926,4043,True
2023-08-30T00:00:00+00:00,0.498,0.518,0.4902,0.4998,76830,True
2023-08-31T00:00:00+00:00,0.5014,0.582,0.5014,0.5458,180863,True
2023-09-01T00:00:00+00:00,0.56,0.56,0.514,0.5308,30547,True
2023-09-04T00:00:00+00:00,0.543,0.5482,0.5206,0.5306,14217,True
2023-09-05T00:00:00+00:00,0.5352,0.5378,0.506,0.5172,18285,True
2023-09-06T00:00:00+00:00,0.5174,0.5198,0.503,0.5044,7898,True
2023-09-07T00:00:00+00:00,0.5148,0.5324,0.477,0.4918,36473,True
2023-09-08T00:00:00+00:00,0.5052,0.51,0.4548,0.4836,13629,True
2023-09-11T00:00:00+00:00,0.4924,0.535,0.461,0.5184,82686,True
2023-09-12T00:00:00+00:00,0.5234,0.5234,0.495,0.506,25375,True
2023-09-13T00:00:00+00:00,0.512,0.5148,0.49,0.496,12621,True
2023-09-14T00:00:00+00:00,0.496,0.4992,0.4,0.4626,34922,True
2023-09-15T00:00:00+00:00,0.4682,0.4892,0.4334,0.4786,11527,True
2023-09-18T00:00:00+00:00,0.495,0.498,0.4634,0.465,10540,True
2023-09-19T00:00:00+00:00,0.4666,0.4666,0.435,0.4422,8105,True
2023-09-20T00:00:00+00:00,0.442,0.442,0.409,0.4278,12152,True
2023-09-21T00:00:00+00:00,0.4288,0.4326,0.4106,0.415,6118,True
2023-09-22T00:00:00+00:00,0.404,0.4322,0.3958,0.4258,8103,True
2023-09-25T00:00:00+00:00,0.4314,0.47,0.4314,0.449,21080,True
2023-09-26T00:00:00+00:00,0.459,0.4628,0.4304,0.4408,5131,True
2023-09-27T00:00:00+00:00,0.4508,0.47,0.448,0.4598,9911,True
2023-09-28T00:00:00+00:00,0.4606,0.4698,0.4542,0.46,5347,True
2023-09-29T00:00:00+00:00,0.4618,0.4678,0.4454,0.4524,4948,True
2023-10-02T00:00:00+00:00,0.454,0.455,0.4402,0.4454,2696,True
2023-10-03T00:00:00+00:00,0.4426,0.4468,0.4338,0.4354,3491,True
2023-10-04T00:00:00+00:00,0.4354,0.4542,0.4334,0.4422,3616,True
2023-10-05T00:00:00+00:00,0.4488,0.4488,0.435,0.435,1707,True
2023-10-06T00:00:00+00:00,0.4398,0.4398,0.4264,0.429,3011,True
2023-10-09T00:00:00+00:00,0.4302,0.4322,0.4264,0.431,2222,True
2023-10-10T00:00:00+00:00,0.4298,0.4342,0.427,0.4328,2327,True
2023-10-11T00:00:00+00:00,0.4324,0.448,0.4324,0.4392,4888,True
2023-10-12T00:00:00+00:00,0.4366,0.4474,0.4294,0.431,4365,True
2023-10-13T00:00:00+00:00,0.4402,0.4402,0.4312,0.436,1735,True
2023-10-16T00:00:00+00:00,0.436,0.4404,0.4306,0.4378,2977,True
2023-10-17T00:00:00+00:00,0.44,0.4466,0.438,0.4416,3364,True
2023-10-18T00:00:00+00:00,0.441,0.445,0.4386,0.4426,2442,True
2023-10-19T00:00:00+00:00,0.4416,0.45,0.4382,0.4404,2791,True
2023-10-20T00:00:00+00:00,0.4418,0.4424,0.4382,0.4394,1931,True
2023-10-23T00:00:00+00:00,0.4462,0.4462,0.4338,0.4384,2298,True
2023-10-24T00:00:00+00:00,0.4382,0.4618,0.4314,0.4586,9211,True
2023-10-25T00:00:00+00:00,0.4634,0.4634,0.4406,0.45,9698,True
2023-10-26T00:00:00+00:00,0.45,0.458,0.4384,0.44,7914,True
2023-10-27T00:00:00+00:00,0.44,0.4608,0.4306,0.444,18641,True
2023-10-30T00:00:00+00:00,0.449,0.4576,0.427,0.4378,9799,True
2023-10-31T00:00:00+00:00,0.439,0.452,0.42,0.4286,8727,True
2023-11-01T00:00:00+00:00,0.43,0.438,0.429,0.4334,1731,True
2023-11-02T00:00:00+00:00,0.437,0.437,0.4294,0.432,3194,True
2023-11-03T00:00:00+00:00,0.4392,0.4392,0.426,0.428,1368,True
2023-11-06T00:00:00+00:00,0.4236,0.4372,0.4236,0.4372,1472,True
2023-11-07T00:00:00+00:00,0.4348,0.4476,0.4276,0.4344,3261,True
2023-11-08T00:00:00+00:00,0.4344,0.4344,0.427,0.4296,2307,True
2023-11-09T00:00:00+00:00,0.4308,0.4308,0.42,0.4248,2712,True
2023-11-10T00:00:00+00:00,0.427,0.4286,0.4166,0.419,3852,True
2023-11-13T00:00:00+00:00,0.4608,0.4608,0.4056,0.4088,12281,True
2023-11-14T00:00:00+00:00,0.4108,0.4108,0.3704,0.3926,6873,True
2023-11-15T00:00:00+00:00,0.3892,0.4088,0.3764,0.4068,6250,True
2023-11-16T00:00:00+00:00,0.4086,0.4164,0.399,0.408,6823,True
2023-11-17T00:00:00+00:00,0.4122,0.4122,0.4002,0.4096,2952,True
2023-11-20T00:00:00+00:00,0.4066,0.4134,0.4036,0.4088,2164,True
2023-11-21T00:00:00+00:00,0.4,0.4106,0.395,0.4006,1764,True
2023-11-22T00:00:00+00:00,0.3994,0.4042,0.3982,0.4006,1857,True
2023-11-23T00:00:00+00:00,0.4006,0.4054,0.3974,0.3982,12479,True
2023-11-24T00:00:00+00:00,0.41,0.425,0.3994,0.4008,20198,True
2023-11-27T00:00:00+00:00,0.401,0.4022,0.3852,0.3922,14156,True
2023-11-28T00:00:00+00:00,0.3922,0.4176,0.388,0.3986,18079,True
2023-11-29T00:00:00+00:00,0.4048,0.412,0.395,0.4028,10933,True
2023-11-30T00:00:00+00:00,0.403,0.403,0.3892,0.3932,3437,True
2023-12-01T00:00:00+00:00,0.3964,0.4016,0.3856,0.3876,3710,True
2023-12-04T00:00:00+00:00,0.3918,0.3918,0.37,0.371,5535,True
2023-12-05T00:00:00+00:00,0.371,0.371,0.3492,0.3656,5083,True
2023-12-06T00:00:00+00:00,0.3656,0.37,0.358,0.3692,2823,True
2023-12-07T00:00:00+00:00,0.367,0.371,0.358,0.3668,2763,True
2023-12-08T00:00:00+00:00,0.366,0.3736,0.3636,0.3674,3667,True
2023-12-11T00:00:00+00:00,0.366,0.3838,0.3628,0.3646,4220,True
2023-12-12T00:00:00+00:00,0.3642,0.3702,0.35,0.3612,2723,True
2023-12-13T00:00:00+00:00,0.362,0.363,0.3538,0.3598,4380,True
2023-12-14T00:00:00+00:00,0.361,0.3688,0.348,0.3504,3196,True
2023-12-15T00:00:00+00:00,0.3504,0.3798,0.346,0.3744,4290,True
2023-12-18T00:00:00+00:00,0.375,0.3882,0.375,0.38,3144,True
2023-12-19T00:00:00+00:00,0.3864,0.4088,0.378,0.389,10871,True
2023-12-20T00:00:00+00:00,0.389,0.41,0.389,0.3948,6969,True
2023-12-21T00:00:00+00:00,0.4004,0.401,0.3682,0.3814,10196,True
2023-12-22T00:00:00+00:00,0.389,0.395,0.379,0.3824,4321,True
2023-12-25T00:00:00+00:00,0.3986,0.3986,0.3742,0.379,4982,True
2023-12-26T00:00:00+00:00,0.3812,0.3814,0.3776,0.3776,2340,True
2023-12-27T00:00:00+00:00,0.379,0.3832,0.3754,0.378,3822,True
2023-12-28T00:00:00+00:00,0.3794,0.3802,0.3718,0.375,3108,True
2023-12-29T00:00:00+00:00,0.3746,0.3762,0.3624,0.367,8025,True
2024-01-03T00:00:00+00:00,0.3682,0.3758,0.3672,0.373,1865,True
2024-01-04T00:00:00+00:00,0.373,0.3796,0.372,0.377,2908,True
