figi,ticker,name,asset_uid,issue_size,shares_outstanding,free_float,market_capitalization,pe_ratio_ttm,price_to_book_ttm,price_to_sales_ttm,roe,roa,net_margin_mrq,revenue_ttm,net_income_ttm,total_debt_mrq,total_debt_to_equity_mrq,average_daily_volume_last_10_days,average_daily_volume_last_4_weeks,high_price_last_52_weeks,low_price_last_52_weeks,currency_x,uid,adr_to_common_share_ratio,beta,buy_back_ttm,currency_y,current_ratio_mrq,diluted_eps_ttm,dividend_payout_ratio_fy,dividend_rate_ttm,dividend_yield_daily_ttm,dividends_per_share,domicile_indicator_code,ebitda_change_five_years,ebitda_ttm,eps_change_five_years,eps_ttm,ev_to_ebitda_mrq,ev_to_sales,ex_dividend_date,fiscal_period_end_date,fiscal_period_start_date,five_year_annual_dividend_growth_rate,five_year_annual_revenue_growth_rate,five_years_average_dividend_yield,fixed_charge_coverage_ratio_fy,forward_annual_dividend_yield,free_cash_flow_to_price,free_cash_flow_ttm,net_debt_to_ebitda,net_interest_margin_mrq,number_of_employees,one_year_annual_revenue_growth_rate,price_to_free_cash_flow_ttm,revenue_change_five_years,roic,three_year_annual_revenue_growth_rate,total_debt_change_five_years,total_debt_to_ebitda_mrq,total_enterprise_value_mrq,№,Наименование,Регистрационный номер,Код налогоплательщика,Организационно-правовая форма,"2024, Среднесписочная численность работников",Налоговый режим,"2024, Нематериальные активы, RUB","2024, Основные средства , RUB","2024, Доходные вложения в материальные ценности, RUB","2024, Долгосрочные финансовые вложения, RUB","2024, Отложенные налоговые активы, RUB","2024, Прочие внеоборотные активы, RUB","2024, Внеоборотные активы, RUB","2024, Запасы, RUB","2024, Чистые активы, RUB","2024, НДС по приобретенным ценностям , RUB","2024, Дебиторская задолженность, RUB","2024, Краткосрочные финансовые вложения, RUB","2024, Денежные средства и денежные эквиваленты, RUB","2024, Прочие оборотные активы, RUB","2024, Оборотные активы, RUB","2024, Активы  всего, RUB","2024, Уставный капитал , RUB","2024, Собственные акции, выкупленные у акционеров, RUB","2024, Переоценка внеоборотных активов, RUB","2024, Добавочный капитал, RUB","2024, Резервный капитал, RUB","2024, Нераспределенная прибыль (непокрытый убыток), RUB","2024, Капитал и резервы, RUB","2024, Заёмные средства (долгосрочные), RUB","2024, Отложенные налоговые обязательства, RUB","2024, Прочие долгосрочные обязательства, RUB","2024, Долгосрочные обязательства, RUB","2024, Заёмные средства (краткосрочные), RUB","2024, Кредиторская задолженность, RUB","2024, Доходы будущих периодов , RUB","2024, Прочие краткосрочные обязательства, RUB","2024, Краткосрочные обязательства, RUB","2024, Пассивы всего, RUB","2024, Собственный оборотный капитал, RUB","2024, Собственный капитал, RUB","2024, Совокупный долг, RUB","2024, Выручка, RUB","2024, Себестоимость продаж, RUB","2024, Валовая прибыль (убыток), RUB","2024, Коммерческие расходы, RUB","2024, Управленческие расходы, RUB","2024, Прибыль (убыток) от продажи, RUB","2024, Доходы от участия в других организациях, RUB","2024, Проценты к получению, RUB","2024, Проценты к уплате, RUB","2024, Прочие доходы, RUB","2024, Прочие расходы, RUB","2024, Прибыль (убыток) до налогообложения , RUB","2024, Налог на прибыль, RUB","2024, Чистая прибыль (убыток), RUB","2024, EBIT, RUB","2024, Поступления от текущих операций, RUB","2024, Поступления от продаж, RUB","2024, Поступления арендных, лицензионных, комиссионных платежей, роялти, RUB","2024, Поступления от перепродажи финансовых вложений, RUB","2024, Платежи по текущим операциям, RUB","2024, Платежи поставщикам и подрядчикам, RUB","2024, Оплата труда, RUB","2024, Оплата процентов по долговым обязательствам, RUB","2024, Налог на прибыль, RUB.1","2024, Сальдо денежных потоков от текущих операций, RUB","2024, Поступления от инвестиционных операций, RUB","2024, Продажа внеоборотных активов, RUB","2024, Продажа акций других организаций, RUB","2024, Поступления от возврата займов, продажи долговых ценных бумаг, RUB","2024, Получение дивидендов, процентов, RUB","2024, Платежи по инвестиционным операциям, RUB","2024, Приобретение внеоборотных активов, RUB","2024, Приобретение акций (долей участия), RUB","2024, Приобретение долговых ценных бумаг, предоставление займов, RUB","2024, Платежи по процентам, RUB","2024, Сальдо денежных потоков от инвестиционных операций, RUB","2024, Поступления от финансовых операций, RUB","2024, Получение кредитов и займов, RUB","2024, Поступление денежных вкладов собственников (участников), RUB","2024, Поступления от выпуска акций, увеличения долей участия, RUB","2024, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., RUB","2024, Платежи по финансовым операциям, RUB","2024, Выкуп акций (долей) у собственников, RUB","2024, Выплата дивидендов, RUB","2024, Погашение векселей, возврат кредитов и займов, RUB","2024, Сальдо денежных потоков от финансовых операций, RUB","2024, Сальдо денежных потоков за отчетный период, RUB","2024, Поступление денежных средств всего, RUB","2024, Платежей всего, RUB"
BBG000K3STR7,APTK,"Аптечная сеть 36,6",ed09a805-4a20-49d7-9818-d7fe0e84076c,7630433826,7630433826.0,0.06,65240209212.3,262.01,-8.67,0.67,-3.42,0.43,0.26,96753000000.0,249000000.0,24001000000.0,-318.99,7934423.33,3444710.8,12.76,8.0,,bba7a33f-48a8-4788-8469-3a9f5d668e0a,0.0,0.53,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14636000000.0,-103.02,0.03,6.06,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2678000000.0,1.6,0.0,0.0,29.4,24.36,89.28,0.0,25.49,-30.29,0.0,88625209212.3,268,"АПТЕЧНАЯ СЕТЬ 36,6, ПАО",1027722000239.0,7722266450.0,12247 - Публичные акционерные общества,84,,202705000.0,8000.0,,74631443000.0,595475000.0,,75429631000.0,12510000.0,45687542000.0,,1916122000.0,750100000.0,20092000.0,23842000.0,2722666000.0,78152297000.0,4883478000.0,,,62279889000.0,3360000.0,-21479185000.0,45687542000.0,30000000000.0,1305000.0,,30001305000.0,460100000.0,1975063000.0,,,2463450000.0,78152297000.0,-26339000.0,45687542000.0,32464755000.0,4780178000.0,161175000.0,4619003000.0,,2706004000.0,1912999000.0,,3410308000.0,5580906000.0,275544000.0,22578000.0,-4633000.0,119573000.0,114940000.0,2165965000.0,5387991000.0,4889278000.0,,,8710963000.0,722644000.0,586029000.0,5435100000.0,9578000.0,-3322972000.0,4207200000.0,,,4207200000.0,,4258072000.0,74772000.0,1500000000.0,2683300000.0,,-50872000.0,8316821000.0,,,,,4950006000.0,,,,3366815000.0,-7029000.0,17912012000.0,17919041000.0
BBG00475K2X9,HYDR,РусГидро,4e4fcc9f-2bd6-40e1-8992-1c7351d8a7ff,444793377038,444793377038.0,0.15,206028292244.0,0.0,0.33,0.32,-8.8,-3.79,-8.53,638098000000.0,-54416000000.0,764552000000.0,124.21,555997444.44,477121160.0,0.6,0.36,,62560f05-3fd0-4d65-88f0-a27f249cc6de,0.0,0.52,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,54.61,171316000000.0,-9611.98,-0.12,5.04,0.0,2023-07-10T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.86,0.0,0.0,0.0,-88506000000.0,3.84,0.0,0.0,13.62,-2.33,58.14,0.0,12.61,159.55,0.0,863335292244.0,2894,"РУСГИДРО, ПАО",1042401810494.0,2460066195.0,12247 - Публичные акционерные общества,,,5674503000.0,714172003000.0,,255846780000.0,,2287854000.0,977981140000.0,7277037000.0,755852795000.0,472000.0,270692072000.0,7714827000.0,54032814000.0,275337000.0,339992559000.0,1317973699000.0,444793377000.0,,,58424543000.0,22239669000.0,230349789000.0,755807378000.0,356433408000.0,36592744000.0,40337652000.0,433576765000.0,99582699000.0,19896938000.0,45417000.0,19749000.0,128589556000.0,1317973699000.0,312085236000.0,755852795000.0,562166321000.0,242877716000.0,117053643000.0,125824073000.0,,11272919000.0,114551154000.0,2084796000.0,5641816000.0,33447051000.0,33267603000.0,109215447000.0,12882871000.0,-26316711000.0,-13433841000.0,38603310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004S68696,RASP,Распадская,df9a9da8-0a95-41ca-9d03-82de3fcf872c,665733918,665733918.0,0.07,115138681118.1,0.0,0.66,0.87,-11.09,-8.41,-15.71,131696558095.64,-20685510985.53,0.0,0.0,424471.11,275229.2,304.75,152.6,,435107a9-a262-4a31-8a9b-2ee6f81c1184,0.0,0.76,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,-12.98,-1010828126.72,-191.4,-30.89,0.0,0.0,2022-01-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.26,0.0,0.0,0.0,-23024686994.51,0.0,0.0,0.0,-14.33,-5.0,150.16,0.0,1.45,0.0,0.0,0.0,2775,"РАСПАДСКАЯ, ПАО",1024201389772.0,4214002316.0,12247 - Публичные акционерные общества,,,98981000.0,19433338000.0,2216000.0,85213634000.0,318860000.0,2623950000.0,107973601000.0,419215000.0,111663774000.0,230704000.0,10124851000.0,69338000.0,66000.0,38000.0,10844212000.0,118817813000.0,2663000.0,,,6820056000.0,133000.0,104803567000.0,111626419000.0,,1509410000.0,,1763179000.0,987986000.0,3995686000.0,37355000.0,,5428215000.0,118817813000.0,6548446000.0,111663774000.0,7191394000.0,16496508000.0,12619033000.0,3877475000.0,11522000.0,1217036000.0,2648917000.0,,5921000.0,151558000.0,125670000.0,1169096000.0,1459854000.0,-501318000.0,683944000.0,1605491000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004731489,GMKN,Норильский никель,ba7b5a1b-8515-4134-8c26-b69a2372fe82,15286339700,15286339700.0,0.33,2431750919476.0,14.63,2.64,2.05,19.94,7.15,14.04,1183791003331.81,166243106609.97,1000473375000.0,108.64,30808324.44,22109164.8,173.2,98.5,,509edd0c-129c-4ee2-934d-7f6246126da1,0.0,0.73,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,-5.98,497615586456.85,-99.57,10.89,6.44,0.0,2023-12-26T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.38,0.0,0.0,0.0,255881683829.6,1.56,0.0,0.0,-5.5,9.5,32.11,0.0,-4.09,53.73,0.0,3206078077476.0,777,"ГМК НОРИЛЬСКИЙ НИКЕЛЬ, ПАО",1028400000298.0,8401005730.0,12247 - Публичные акционерные общества,78 700,,17724236000.0,832892673000.0,6381470000.0,613045313000.0,8851471000.0,19979889000.0,1500114305000.0,157893059000.0,496038294000.0,437525000.0,368585897000.0,42386000.0,56984062000.0,1066135000.0,585009064000.0,2085123369000.0,152863000.0,,,46548761000.0,22930000.0,449313740000.0,496038294000.0,723141670000.0,,37872292000.0,823082345000.0,542102947000.0,190579068000.0,,6196658000.0,766002730000.0,2085123369000.0,386687292000.0,496038294000.0,1589085075000.0,905468108000.0,564091878000.0,341376230000.0,30201381000.0,66953609000.0,244221240000.0,105574432000.0,6106061000.0,149175087000.0,41029684000.0,118397527000.0,129358803000.0,-6606349000.0,122949634000.0,166853397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004S686W0,UPRO,Юнипро,c99b9966-e777-42a1-9caf-bf22842a2490,63048706145,63048706145.0,0.16,103368353724.73,3.32,0.5,0.8,16.57,15.44,24.04,129411747000.0,31108194000.0,0.0,0.0,225590888.89,201644240.0,2.79,1.34,,664921c5-b552-47a6-9ced-8735a3c6ca8a,0.0,0.96,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,67.69,0.0,69.32,0.49,0.0,0.0,2021-12-16T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0.0,59.76,0.0,13.32,0.0,0.0,0.0,4192,"ЮНИПРО, ПАО",1058602056985.0,8602067092.0,12247 - Публичные акционерные общества,,,502523000.0,97110300000.0,,1939383000.0,1290544000.0,491248000.0,101333998000.0,6394870000.0,192534443000.0,42644000.0,12695466000.0,62594420000.0,26906818000.0,60738000.0,108694956000.0,210028954000.0,25219482000.0,,446303000.0,40969311000.0,1260974000.0,124638373000.0,192534443000.0,,4502850000.0,736961000.0,6729758000.0,144000000.0,7779122000.0,,1616808000.0,10764753000.0,210028954000.0,36601224000.0,192534443000.0,17494511000.0,134027215000.0,92869395000.0,41157820000.0,,,41157820000.0,,12489923000.0,,1339713000.0,16476708000.0,38510748000.0,-8107883000.0,30314134000.0,26020825000.0,134365851000.0,133795475000.0,,,98453750000.0,74716773000.0,8975166000.0,,9868637000.0,35912101000.0,67776212000.0,20726000.0,,,10118720000.0,126844808000.0,11649899000.0,,,,-59068596000.0,43360000.0,23000000.0,,,,115000000.0,,,115000000.0,-71640000.0,-23228135000.0,202185423000.0,225413558000.0
BBG004S687W8,MSNG,Мосэнерго,e442ca19-a0d0-4bab-92c3-4a0f75d4e878,39749359700,39749359700.0,0.2,102891217583.45,0.0,0.26,0.0,0.88,0.72,0.0,0.0,0.0,0.0,0.0,56465111.11,63859000.0,2.94,1.83,,98fc1318-6990-4147-b0d1-b10999326461,0.0,0.6,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,273.99,0.0,-78.46,0.0,0.0,0.0,2024-07-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.46,0.0,18.1,0.0,4.23,-82.54,0.0,0.0,2094,"МОСЭНЕРГО, ПАО",1027700302420.0,7705035012.0,12247 - Публичные акционерные общества,,,3012216000.0,236207176000.0,,46424779000.0,6118669000.0,11440389000.0,303203229000.0,21236667000.0,337262006000.0,15643000.0,46393449000.0,31092316000.0,,665548000.0,99403623000.0,402606852000.0,39749360000.0,,,53633480000.0,1987468000.0,241891670000.0,337261978000.0,,38431076000.0,2872515000.0,41303591000.0,,19226255000.0,28000.0,455024000.0,24041283000.0,402606852000.0,47948837000.0,337262006000.0,65344874000.0,261960357000.0,246017725000.0,15942632000.0,,2218090000.0,13724542000.0,11353000.0,7971542000.0,344790000.0,3818921000.0,4132742000.0,21048826000.0,-10195718000.0,10851632000.0,13410721000.0,262221028000.0,257738844000.0,344874000.0,,241526401000.0,217774539000.0,10270014000.0,287473000.0,4719074000.0,20694627000.0,24590128000.0,151414000.0,,17190336000.0,6742738000.0,38431020000.0,23814562000.0,,10046069000.0,,-13840892000.0,,,,,,6853735000.0,,6245560000.0,,-6853735000.0,,286811156000.0,286811156000.0
BBG004S68614,AFKS,АФК Система,460475ed-a5fc-48cd-a4e8-9f848657ba73,9650000000,9650000000.0,0.33,132851550000.0,0.0,-16.13,0.1,-159.56,-3.57,-7.64,1273459000000.0,-97288000000.0,1491363000000.0,-18105.66,52105511.11,42508248.0,19.67,11.93,,53b67587-96eb-4b41-8e0c-d2e3c0bdd234,0.0,0.91,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-119.12,-10.08,0.0,0.0,2024-07-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.6,0.0,0.0,0.0,-112677000000.0,0.0,0.0,0.0,17.76,-1.18,87.5,0.0,15.35,139.74,0.0,1524767550000.0,3161,"СИСТЕМА, ПАО АФК",1027700003891.0,7703104630.0,12247 - Публичные акционерные общества,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000R607Y3,PLZL,Полюс,6d9a99d0-73e5-4971-84d6-b90729f2400d,1360694001,1360694001.0,0.22,3655912641886.8,10.92,15.74,4.83,225.23,30.83,44.27,756405000000.0,334876000000.0,778728000000.0,335.25,1781212.22,1286007.48,2776.8,1617.0,,10620843-28ce-44e8-80c2-f26ceb1bd3e1,0.0,0.43,0.0,RUB,0.0,0.0,13.62,179.85,6.69,179.85,,212.76,579352000000.0,144.49,1320.18,7.34,0.0,2025-12-22T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.1,0.0,0.0,0.0,239508000000.0,1.03,0.0,0.0,47.95,15.26,169.54,0.0,23.91,175.27,0.0,4252687641886.8,2636,"ПОЛЮС, ПАО",1068400002990.0,7703389295.0,12247 - Публичные акционерные общества,,,1479000.0,,,2020128364000.0,8844148000.0,1000.0,2028973992000.0,,1860192427000.0,,2500523000.0,,14645180000.0,967000.0,17146670000.0,2046120662000.0,136069000.0,,,61931129000.0,28594000.0,1798096635000.0,1860192427000.0,161196402000.0,7659751000.0,,168856153000.0,3908625000.0,13162154000.0,,,17072082000.0,2046120662000.0,3983549000.0,1860192427000.0,185928235000.0,,,,,354450000.0,-354450000.0,177128342000.0,7978198000.0,7311196000.0,533147897000.0,3865038000.0,706723753000.0,-577682000.0,706146071000.0,528928409000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS10A0JR514,LIFE,Фармсинтез,6136c755-4f07-4bea-b406-e023d8e0c9af,440394854,440394854.0,0.0,1468716838.09,0.0,3.06,3.87,-67.3,-18.1,-73.13,379329000.0,-277406000.0,465401000.0,97.12,3320544.44,3521096.0,4.8,2.86,,40ca6061-9acc-40ec-9571-4c41b10730d9,0.0,0.7,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-33.59,-0.63,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-563557000.0,0.0,0.0,0.0,-0.09,-2.61,8.57,0.0,0.68,280.54,0.0,1908203838.09,3834,"ФАРМСИНТЕЗ, ПАО",1034700559189.0,7801075160.0,12247 - Публичные акционерные общества,71,,216207000.0,468540000.0,,793138000.0,1085846000.0,,2563731000.0,63564000.0,2066599000.0,3990000.0,297256000.0,,4977000.0,,369787000.0,2933518000.0,2201974000.0,,,4852783000.0,1000.0,-4988159000.0,2066599000.0,,,20151000.0,20151000.0,335001000.0,452389000.0,,,846768000.0,2933518000.0,-86592000.0,2066599000.0,866919000.0,247350000.0,224782000.0,22568000.0,26604000.0,134405000.0,-138441000.0,,951000.0,31031000.0,388295000.0,209585000.0,10189000.0,244220000.0,254409000.0,40269000.0,274741000.0,231215000.0,166000.0,,280764000.0,150917000.0,95381000.0,,,-6023000.0,25340000.0,10125000.0,15215000.0,,,31862000.0,31362000.0,,500000.0,,-6522000.0,165000.0,165000.0,,,,,,,,165000.0,-12380000.0,300246000.0,312626000.0
BBG000FWGSZ5,IRKT,Яковлев,6faba6f9-1ba7-4c3b-92ad-a0ec9ddf1303,12051279624,12051279624.0,0.05,335025573547.2,28.01,3.08,0.0,12.75,1.87,0.0,0.0,11962000000.0,0.0,0.0,3241022.22,3148740.0,44.28,22.06,,cfb50a23-2465-497e-bc7e-e4f0e042cf3d,0.0,0.71,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-102.85,0.99,0.0,0.0,2018-07-16T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4204,"ЯКОВЛЕВ, ПАО",1023801428111.0,3807002509.0,12247 - Публичные акционерные общества,,,,,,20793061000.0,,,255134823000.0,,152707037000.0,,,,,,,805992416000.0,36153839000.0,-3787852000.0,,201554434000.0,312775000.0,-82256059000.0,152707037000.0,,,,172559685000.0,,,,,480725694000.0,805992416000.0,,152707037000.0,653285379000.0,,,,,,,,,,,,-5101587000.0,11626834000.0,6525128000.0,-5101587000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000RJL816,TTLK,Таттелеком,a2543193-689c-4922-bcec-21cde6e74188,20843976400,20843976400.0,0.13,13110861155.6,6.12,0.92,1.1,15.67,12.45,17.97,11913967000.0,2141104000.0,0.0,0.0,3805666.67,3790800.0,0.97,0.53,,76721c1c-52a9-4b45-987e-d075f651f1b1,0.0,0.57,0.0,RUB,0.0,0.0,36.75,0.04,6.0,0.04,,17.7,3233549000.0,177.33,0.1,0.0,0.0,2025-05-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.51,0.0,0.0,0.0,805672000.0,0.0,0.0,0.0,6.34,16.27,21.53,0.0,5.31,0.0,0.0,0.0,3485,"ТАТТЕЛЕКОМ, ПАО",1031630213120.0,1681000024.0,12247 - Публичные акционерные общества,3 441,,412865000.0,4068740000.0,,7078877000.0,168034000.0,,11728516000.0,945873000.0,14646348000.0,49393000.0,1280029000.0,3710680000.0,1057447000.0,21656000.0,7065078000.0,18793594000.0,2084398000.0,,,176382000.0,104220000.0,12274276000.0,14639276000.0,,210779000.0,54301000.0,265080000.0,,3353448000.0,7072000.0,18415000.0,3889238000.0,18793594000.0,-88514000.0,14646348000.0,4154318000.0,9500099000.0,6532121000.0,2967978000.0,699030000.0,805488000.0,1463460000.0,,720884000.0,11277000.0,268841000.0,391096000.0,2050812000.0,-467609000.0,1573541000.0,1341205000.0,10083747000.0,9585669000.0,29675000.0,,8842240000.0,3964950000.0,3735447000.0,,549223000.0,1241507000.0,687396000.0,8722000.0,,30000000.0,648674000.0,670029000.0,202596000.0,,467433000.0,,17367000.0,,,,,,1012124000.0,,1012124000.0,,-1012124000.0,246750000.0,10771143000.0,10524393000.0
TCS00A0ZZAC4,SVCB,Совкомбанк,7c408d19-9d14-47fe-b704-543f518be212,22516228905,22516228905.0,0.13,303518765639.4,5.41,0.76,0.38,14.6,1.4,0.0,789887000000.0,56104000000.0,0.0,0.0,49661522.22,35151820.0,18.97,11.65,,1fbecbbc-ef32-448c-b4fe-b0037795ba01,0.0,0.72,0.0,RUB,0.0,0.0,13.25,0.35,2.6,0.35,,0.0,0.0,143.84,2.64,0.0,0.0,2025-07-08T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08,0.0,383.15,0.0,41.75,0.0,0.0,0.0,3235,"СОВКОМБАНК, ПАО",1144400000425.0,4401116480.0,12247 - Публичные акционерные общества,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004S689R0,PHOR,ФосАгро,5a3d1efd-f8a0-478e-a10e-bb7f990f9c87,129500000,129500000.0,0.26,829836000000.0,7.19,3.78,1.43,58.45,19.28,19.94,578390000000.0,115344000000.0,321435000000.0,146.57,33942.44,35049.08,7378.0,5500.0,,9978b56f-782a-4a80-a4b1-a48cbecfd194,0.0,0.34,0.0,RUB,0.0,0.0,40.42,360.0,5.62,360.0,,134.19,199145000000.0,70.96,890.69,5.67,0.0,2025-10-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.97,0.0,0.0,0.0,46087000000.0,1.5,0.0,0.0,15.3,18.01,104.61,0.0,6.48,163.07,0.0,1128807000000.0,3865,"ФОСАГРО, ПАО",1027700190572.0,7736216869.0,12247 - Публичные акционерные общества,,,43891000.0,11967000.0,,139628096000.0,23130498000.0,260810000.0,163075262000.0,532000.0,48839128000.0,,8571374000.0,119973882000.0,23085000.0,239465000.0,128808338000.0,291883600000.0,323750000.0,,,6831631000.0,48563000.0,41635184000.0,48839128000.0,162862220000.0,6014744000.0,,168876964000.0,53013234000.0,20625201000.0,,,74167508000.0,291883600000.0,-12030210000.0,48839128000.0,243044472000.0,71774425000.0,6017013000.0,65757412000.0,,,65757412000.0,,15589542000.0,8641234000.0,13874163000.0,12971284000.0,73608599000.0,1057179000.0,74665778000.0,66660291000.0,92623349000.0,23863000.0,1996107000.0,,15662218000.0,2166995000.0,3561603000.0,8078946000.0,1165746000.0,76961131000.0,58172825000.0,34000.0,442000.0,27675750000.0,16635103000.0,94633099000.0,4947000.0,142000000.0,94486152000.0,,-36460274000.0,63866376000.0,,,,63866376000.0,106521241000.0,,106521241000.0,,-42654865000.0,-2154008000.0,214662550000.0,216816558000.0
BBG004S68507,MAGN,Магнитогорский металлургический комбинат,155eb875-f605-45de-ae15-70bcfb125ff0,11174330000,11174330000.0,0.2,345230925350.0,15.27,0.5,0.55,3.3,2.5,3.59,629737000000.0,22604000000.0,54596000000.0,7.89,61333137.78,32726676.8,42.8,24.07,,7132b1c9-ee26-4464-b5b5-1046264b61d9,0.0,0.83,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,31.51,84526000000.0,43.87,2.02,4.19,0.0,2024-10-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,9.02,0.0,0.0,0.0,-14151000000.0,0.11,0.0,0.0,0.66,-24.4,56.86,0.0,-4.21,-11.11,0.0,354508925350.0,2009,"ММК, ПАО",1027402166835.0,7414003633.0,12247 - Публичные акционерные общества,,,2792796000.0,371921945000.0,,92120726000.0,8258803000.0,35527468000.0,511661611000.0,84792604000.0,602865791000.0,714291000.0,87030723000.0,7592900000.0,111624734000.0,721325000.0,292476577000.0,804138188000.0,11174330000.0,,,24713914000.0,558717000.0,565992311000.0,602439272000.0,10727856000.0,37771043000.0,2779928000.0,56548827000.0,53843277000.0,87899109000.0,426519000.0,230835000.0,145150089000.0,804138188000.0,195318117000.0,602865791000.0,201698916000.0,655277334000.0,494835460000.0,160441874000.0,42776606000.0,13168485000.0,104496783000.0,2369569000.0,20136890000.0,3437009000.0,21736430000.0,25250831000.0,120051832000.0,-28727319000.0,91147746000.0,100982382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004730ZJ9,VTBR,Банк ВТБ,94f18cc6-9e01-4db6-9d73-8c3ba6ab9655,6620418282,6620418282.0,0.5,537776577046.86,0.97,0.19,0.11,20.68,1.57,0.0,5052900000000.0,557200000000.0,0.0,0.0,148755420.67,72896676.2,109.04,64.87,,8e2b0325-0292-4654-8a18-4f63ed3b0e09,0.0,0.76,0.0,RUB,0.0,0.0,24.65,25.58,31.49,25.58,,0.0,0.0,1370178.33,103.76,0.0,0.0,2025-07-11T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.12,0.0,270.54,0.0,49.77,0.0,0.0,0.0,358,БАНК ВТБ (ПАО),1027739609391.0,7702070139.0,12247 - Публичные акционерные общества,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
