adr_to_common_share_ratio,asset_uid,average_daily_volume_last_10_days,average_daily_volume_last_4_weeks,beta,buy_back_ttm,currency,current_ratio_mrq,diluted_eps_ttm,dividend_payout_ratio_fy,dividend_rate_ttm,dividend_yield_daily_ttm,dividends_per_share,domicile_indicator_code,ebitda_change_five_years,ebitda_ttm,eps_change_five_years,eps_ttm,ev_to_ebitda_mrq,ev_to_sales,ex_dividend_date,fiscal_period_end_date,fiscal_period_start_date,five_year_annual_dividend_growth_rate,five_year_annual_revenue_growth_rate,five_years_average_dividend_yield,fixed_charge_coverage_ratio_fy,forward_annual_dividend_yield,free_cash_flow_to_price,free_cash_flow_ttm,free_float,high_price_last_52_weeks,low_price_last_52_weeks,market_capitalization,net_debt_to_ebitda,net_income_ttm,net_interest_margin_mrq,net_margin_mrq,number_of_employees,one_year_annual_revenue_growth_rate,pe_ratio_ttm,price_to_book_ttm,price_to_free_cash_flow_ttm,price_to_sales_ttm,revenue_change_five_years,revenue_ttm,roa,roe,roic,shares_outstanding,three_year_annual_revenue_growth_rate,total_debt_change_five_years,total_debt_mrq,total_debt_to_ebitda_mrq,total_debt_to_equity_mrq,total_enterprise_value_mrq
0.0,4cda1996-5fa5-4c56-9442-958e2eb20afc,906925.0,1748502.38,0.39,0.0,RUB,0.0,0.0,0.0,3.43,3.49,3.43,,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-06T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.17,174.4,76.14,20568840029.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209160464.0,0.0,0.0,72500000.0,0.0,9.21,19945363029.76
0.0,6faba6f9-1ba7-4c3b-92ad-a0ec9ddf1303,3004288.89,3181825.0,0.71,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-102.85,0.99,0.0,0.0,2018-07-16T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,44.28,22.06,329964036105.12,0.0,11962000000.0,0.0,0.0,0.0,0.0,27.58,3.03,0.0,0.0,0.0,0.0,1.87,12.75,0.0,12051279624.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,a2543193-689c-4922-bcec-21cde6e74188,3612666.67,3825166.67,0.57,0.0,RUB,0.0,0.0,36.75,0.04,6.04,0.04,,17.7,3233549000.0,177.33,0.1,0.0,0.0,2025-05-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.51,0.0,0.0,0.0,805672000.0,0.13,0.97,0.53,13017063261.8,0.0,2141104000.0,0.0,17.97,0.0,6.34,6.08,0.92,16.16,1.09,21.53,11913967000.0,12.45,15.67,0.0,20843976400.0,5.31,0.0,0.0,0.0,0.0,0.0
0.0,7c408d19-9d14-47fe-b704-543f518be212,37273788.89,31812316.67,0.72,0.0,RUB,0.0,0.0,13.25,0.35,2.72,0.35,,0.0,0.0,143.84,2.64,0.0,0.0,2025-07-08T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.13,18.97,11.65,289446122573.78,0.0,56104000000.0,0.0,0.0,0.0,85.08,5.16,0.72,0.0,0.37,383.15,789887000000.0,1.4,14.6,0.0,22516228905.0,41.75,0.0,0.0,0.0,0.0,0.0
0.0,71b0871f-1976-4816-b704-86ba7fd621e3,25299.78,35852.5,0.41,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,128.3,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,927.9,640.1,81234000000.0,0.0,11510344765.2,0.0,44.89,0.0,1.96,7.06,2.44,0.0,3.17,0.0,25638637529.41,29.55,41.49,0.0,90000000.0,0.0,0.0,4192027698.0,0.0,12.61,67686316579.5
0.0,5a3d1efd-f8a0-478e-a10e-bb7f990f9c87,32526.33,34081.58,0.34,0.0,RUB,0.0,0.0,40.42,360.0,5.61,360.0,,134.19,199145000000.0,70.96,890.69,5.67,0.0,2025-10-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.97,0.0,0.0,0.0,46087000000.0,0.26,7378.0,5500.0,831131000000.0,1.5,115344000000.0,0.0,19.94,0.0,15.3,7.21,3.79,18.03,1.44,104.61,578390000000.0,19.28,58.45,0.0,129500000.0,6.48,163.07,321435000000.0,0.0,146.57,1130102000000.0
0.0,dbd82e1a-bcad-4f06-98c7-e7fc10cf9065,38418.89,46176.96,0.4,0.0,RUB,0.0,0.0,50.15,32.0,6.25,32.0,,0.0,0.0,0.0,63.81,0.0,0.0,2025-12-02T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.48,0.0,0.0,0.0,1413739000.0,0.12,747.0,499.0,20707555840.0,0.0,2580840000.0,0.0,11.51,0.0,24.33,8.02,2.28,14.65,0.92,0.0,22421961000.0,11.5,29.72,0.0,40444445.0,29.84,0.0,3856993000.0,0.0,42.44,23450029840.0
0.0,3245edc9-0713-4b1e-8e9f-7bdd10a8d605,0.0,0.0,0.0,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19364308000.0,0.0,298.58,8.93,0.0,2022-01-21T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.54,0.0,0.0,0.0,18342634000.0,0.62,3925.0,3800.0,197901120000.0,-1.29,15119860000.0,0.0,46.49,0.0,62.84,13.09,8.13,10.79,6.08,0.0,32524818000.0,45.07,92.06,0.0,50640000.0,52.63,0.0,3019682000.0,0.0,12.41,173014926000.0
0.0,155eb875-f605-45de-ae15-70bcfb125ff0,44319290.0,26881615.42,0.82,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,31.51,84526000000.0,43.87,2.02,4.32,0.0,2024-10-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,9.02,0.0,0.0,0.0,-14151000000.0,0.2,42.8,24.07,355902410500.0,0.11,22604000000.0,0.0,3.59,0.0,0.66,15.75,0.51,-25.15,0.57,56.86,629737000000.0,2.5,3.3,0.0,11174330000.0,-4.21,-11.11,54596000000.0,0.0,7.89,365180410500.0
0.0,94f18cc6-9e01-4db6-9d73-8c3ba6ab9655,105276240.11,58817565.33,0.76,0.0,RUB,0.0,0.0,24.65,25.58,31.28,25.58,,0.0,0.0,1370178.33,103.76,0.0,0.0,2025-07-11T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.5,109.04,64.87,541318500827.73,0.0,557200000000.0,0.0,0.0,0.0,67.12,0.97,0.19,0.0,0.11,270.54,5052900000000.0,1.57,20.68,0.0,6620418282.0,49.77,0.0,0.0,0.0,0.0,0.0
0.0,aabc6dd3-1485-4e60-9f75-504b29955dcf,35906.67,86809.44,0.63,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,45.68,31387065000.0,166.19,7.92,1.52,0.0,2022-07-29T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,14.05,0.0,0.0,0.0,16045626000.0,0.17,39.0,26.08,9963662100.0,1.2,2132372000.0,0.0,0.95,0.0,5.53,4.67,0.76,0.62,0.04,32.87,223349291000.0,1.92,17.06,0.0,269070000.0,5.45,50.11,47833871000.0,0.0,366.73,47590198100.0
0.0,c2b869cc-8676-4e6d-801e-ffd577bb8d98,57248888.89,66355416.67,0.59,0.0,RUB,0.0,0.0,31.34,0.05,8.89,0.05,,101.17,42794936000.0,145.76,0.16,1.66,0.0,2025-07-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.61,0.0,0.0,0.0,-92397000.0,0.27,0.6,0.34,63674266629.29,0.17,18059031000.0,0.0,11.43,0.0,8.74,3.53,0.57,-689.14,0.4,48.72,157944075000.0,9.49,17.31,0.0,112697817043.0,10.4,12.98,32686443000.0,0.0,29.49,70940101629.29
0.0,75127af3-e54c-456f-ac0b-64dc5949a613,1669501.11,1681730.83,0.77,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,80.81,52382818352.63,169.21,-19.01,4.06,0.0,2024-07-19T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.79,0.0,0.0,0.0,0.0,0.16,108.27,70.0,186342021472.46,0.5,-43363671617.05,0.0,-36.24,0.0,-12.32,0.0,0.47,0.0,1.56,60.5,119650608714.92,-7.44,-9.97,0.0,2374993901.0,15.11,-16.83,107283543928.8,0.0,26.9,212666737699.66
0.0,3c0a45db-07c6-49e2-b74e-3f86e4815dbf,3550067.22,3518759.79,1.53,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11559.8,4.82,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.8,140.4,34725397289.8,0.0,640860000.0,0.0,0.0,0.0,-22.11,54.19,1.58,0.0,9.46,734.29,3670398000.0,0.7,2.97,0.0,132843907.0,-22.19,0.0,0.0,0.0,0.0,0.0
0.0,4460b582-64d3-4bb1-a894-fca260b8dd82,144328.89,120961.25,0.42,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,116.61,2.91,0.0,0.0,2024-06-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.08,0.0,0.0,0.0,310483000.0,0.18,105.0,62.92,6416623936.26,0.0,270014000.0,0.0,16.72,0.0,11.18,23.76,5.22,20.67,3.97,82.09,1615237000.0,10.22,24.87,0.0,92645451.0,8.82,101.46,531639000.0,0.0,43.24,6603773936.26
0.0,2fb15bd6-7258-4841-becc-e18b14bd1175,3308222.22,2407791.67,0.6,0.0,RUB,0.0,0.0,147.22,0.17,8.53,0.17,,0.0,0.0,-133.14,0.11,0.0,0.0,2025-06-25T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.24,0.0,0.0,0.0,3298000000.0,0.06,2.73,1.57,33653952649.02,0.0,1950000000.0,0.0,1.1,0.0,12.25,17.26,1.02,10.2,0.19,35.58,177188000000.0,2.02,5.74,0.0,17223107804.0,15.61,-78.42,21855000000.0,0.0,66.26,46254952649.02
0.0,0bca9a7d-0080-4bae-ad16-dd118bfb7f06,61491.11,75526.67,0.3,0.0,RUB,0.0,0.0,56.83,25.32,17.08,25.32,,0.0,0.0,0.0,44.56,0.0,0.0,2025-12-15T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,16.43,0.0,0.0,0.0,0.0,0.15,161.8,133.15,14825000000.0,0.0,4455524000.0,0.0,0.0,0.0,1.38,3.33,1.02,0.0,0.66,0.0,22344871000.0,26.43,33.61,0.0,100000000.0,11.38,0.0,0.0,0.0,0.0,0.0
0.0,eb85ff63-713d-4ace-b4c8-922c9a5fc812,1983540.0,2260390.83,0.47,0.0,RUB,0.0,0.0,389.61,35.0,15.36,35.0,,0.0,0.0,-6.89,8.98,0.0,0.0,2025-07-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,12.32,0.0,0.0,0.0,178030000000.0,0.41,258.2,188.7,455431160942.5,0.0,17952000000.0,0.0,2.31,0.0,16.13,25.37,-104.82,2.56,0.59,47.81,775853000000.0,1.13,-108.0,0.0,1998381575.0,9.61,95.67,740363000000.0,0.0,-17039.42,1082742160942.5
0.0,419d8670-b010-4cfb-a5a9-85832bbb0e80,2642896.67,1876856.67,0.51,0.0,RUB,0.0,0.0,24.85,1.05,2.0,1.05,,0.0,0.0,0.0,4.23,0.0,0.0,2026-01-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.13,63.72,42.43,61315431200.58,0.0,4642665000.0,0.0,16.09,0.0,29.6,13.21,2.0,0.0,2.12,0.0,28858050000.0,9.61,17.27,0.0,1167690558.0,13.14,0.0,13109000000.0,0.0,42.74,71900431200.58
0.0,fe38c295-6cdf-4108-a7c8-d259721b8977,3156688888.89,3583071666.67,0.53,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,218.84,474247000000.0,-234.89,-0.04,1.4,0.0,2021-07-15T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.11,0.0,0.0,0.0,-103389000000.0,0.16,0.09,0.06,160707506116.31,1.06,-84008000000.0,0.0,-5.2,0.0,9.21,0.0,0.09,-1.55,0.1,503.2,1616211000000.0,-2.41,-4.6,0.0,2113460101477.0,0.0,209.35,733261000000.0,0.0,40.15,663496506116.31
0.0,b481b02b-7b2e-4270-bd9a-194969ca8cde,133355.56,78109.17,0.32,0.0,RUB,0.0,0.0,78.54,63.0,9.38,63.0,,0.0,0.0,170.98,80.21,0.0,0.0,2025-12-19T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.87,0.0,0.0,0.0,2387331000.0,0.07,707.0,220.0,24319280736.0,0.0,2904569000.0,0.0,5.3,0.0,7.1,8.37,6.51,10.19,0.44,23.15,54817532000.0,32.92,76.3,0.0,36210960.0,6.02,0.0,0.0,0.0,0.0,0.0
0.0,6fff1a34-790f-4d18-b39f-869e1ab560b8,238220.44,376614.21,0.0,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,69.64,56.85,17376000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282812500.0,0.0,0.0,68712606000.0,0.0,1489.89,83377562000.0
0.0,79e2504b-d7f4-4c10-9b93-b26ed179b220,1282088.89,1232408.33,0.99,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,209.62,0.0,-109.66,0.0,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,18.09,10.2,4162709048.85,0.0,0.0,0.0,0.0,0.0,2.39,0.0,1.55,0.0,0.0,18.15,0.0,8.93,-3.72,0.0,365631010.0,0.46,-12.41,7738000000.0,0.0,288.62,8952709048.85
0.0,e76b3967-dfa3-49a2-aa8a-8f67a0255f3c,21873444.44,20613041.67,0.58,0.0,RUB,0.0,0.0,39.09,0.15,8.75,0.15,,0.0,0.0,67.37,0.39,0.0,0.0,2025-07-08T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.38,0.0,0.0,0.0,-17718680000.0,0.11,1.75,1.03,83751843961.49,0.0,18756950000.0,0.0,6.93,0.0,8.58,4.47,0.34,-4.73,0.31,54.21,270710405000.0,3.71,8.05,0.0,48707091574.0,10.47,-22.14,78507469000.0,0.0,32.27,154365671961.49
0.0,efee0066-e7ca-4f56-a671-b22135b0e042,219845377.78,226489491.67,0.49,0.0,RUB,0.0,0.0,24.56,0.35,10.0,0.35,,22.43,189754000000.0,79.99,1.44,0.7,0.0,2025-06-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.41,0.0,0.0,0.0,-73013000000.0,0.32,4.0,2.58,369262800000.0,-1.24,150389000000.0,0.0,8.84,0.0,13.87,2.46,0.33,-5.06,0.22,50.03,1700299000000.0,10.32,14.12,0.0,104400000000.0,0.0,234.8,20238000000.0,0.0,1.81,133319800000.0
0.0,ab6b243d-5df0-4cf0-9337-c65d3019cfde,20288.89,45537.5,0.61,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1527666000.0,3725.04,17.55,5.67,0.0,2014-10-03T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-735585000.0,0.0,414.5,218.0,4624110009.0,2.64,275568000.0,0.0,2.82,0.0,38.15,16.78,1.24,-6.29,0.47,737.28,9786360000.0,2.78,7.45,0.0,15701562.0,80.68,376.8,4147975000.0,0.0,110.95,8660115009.0
0.0,e6736c72-6619-4dbc-ae7f-af11e55510c1,546311.11,960658.33,0.95,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-432.0,-1.29,0.0,0.0,2009-05-06T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-14283000.0,0.17,19.36,10.63,14766000000.0,0.0,-1477979000.0,0.0,-23842.22,0.0,0.0,0.0,1.33,-1033.82,2382.0,10.68,6199000.0,-12.15,-12.74,0.0,1150000000.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,64a6b345-a926-4517-ad52-d68bbc82ceb9,794019.0,821762.33,0.52,0.0,RUB,0.0,0.0,350.82,1016.0,40.34,1016.0,,0.0,138887000000.0,0.0,289.61,6.77,0.0,2026-01-06T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,19.18,0.0,0.0,0.0,70711000000.0,0.29,3764.0,2346.0,683956278132.0,1.85,78650000000.0,0.0,1.75,0.0,24.23,8.7,4.03,9.67,0.15,0.0,4481849000000.0,4.43,33.5,0.0,271572872.0,21.02,0.0,322986000000.0,0.0,190.3,940498278132.0
0.0,2d850de1-466d-443d-b7fd-e78bf41146fb,2046985.89,1888588.25,0.92,0.0,RUB,0.0,0.0,66.14,82.15,6.99,82.15,,118.5,998768000000.0,-43.38,124.2,3.68,0.0,2025-10-06T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.81,0.0,0.0,0.0,0.0,0.21,1350.0,966.6,3568570441800.0,0.11,377116000000.0,0.0,23.6,0.0,12.71,9.46,1.2,0.0,2.23,79.17,1597767000000.0,10.14,13.09,0.0,3036306000.0,10.15,110.42,342711000000.0,0.0,11.52,3676949441800.0
0.0,27505259-9ad1-43a8-b9ac-09385f3f2a29,1552.56,1570.17,0.78,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-318.03,-318.34,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.0,3840.0,3022674480.0,0.0,-190920000.0,0.0,-119.73,0.0,-28.34,0.0,0.79,0.0,18.96,8.05,159454000.0,-3.75,-4.98,0.0,599737.0,22.53,0.0,0.0,0.0,0.0,0.0
0.0,be8e98b7-0f54-4d63-87dd-8ea7218b848f,84984.56,76195.17,0.41,0.0,RUB,0.0,0.0,51.28,10.0,2.01,10.0,,263.6,7563537000.0,138.24,19.5,7.61,0.0,2025-07-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.23,0.0,0.0,0.0,9842637000.0,0.2,776.0,466.5,43613180898.7,1.84,1713792000.0,0.0,7.35,0.0,10.76,25.45,1.26,4.43,1.87,258.54,23326804000.0,3.1,4.52,0.0,87876649.0,25.64,242.41,19984760000.0,0.0,57.9,57524566898.7
0.0,88d6ef5c-f342-4ac9-acbb-bf7167ba01fe,442415111.11,267586625.0,0.91,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,755835000.0,409.96,-0.15,52.25,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-10073889000.0,0.0,0.85,0.48,19572652400.0,26.36,-4493567000.0,0.0,-53.17,0.0,18.79,0.0,5.75,-1.94,2.32,-43.39,8451214000.0,-13.76,-106.31,0.0,30001000000.0,7.82,249.8,20012235000.0,0.0,588.29,39495505400.0
0.0,b2d2f248-421e-4ecb-b034-6848477699bc,164523111.11,164158958.33,0.55,0.0,RUB,0.0,0.0,0.0,0.06,16.35,0.06,,108.97,0.0,45.29,0.0,0.0,0.0,2025-11-05T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.15,0.45,0.31,49838262448.76,0.0,0.0,0.0,0.0,0.0,17.31,0.0,0.32,0.0,0.0,5.34,0.0,1.98,2.99,0.0,136207331098.0,-0.39,-48.21,18459000000.0,0.0,11.97,68285262448.76
0.0,e5008a9b-a7e2-4c45-a313-8b630b669f46,9416000.0,11403987.5,0.9,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,74.68,0.65,0.0,0.0,2019-06-06T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,10.89,5.98,208801967823.04,0.0,21674000000.0,0.0,0.0,0.0,56.67,9.63,0.55,0.0,0.26,326.89,800201000000.0,0.43,6.06,0.0,33429709866.0,50.05,0.0,0.0,0.0,0.0,0.0
0.0,94c05ba6-beeb-417f-b1b1-d1cc4e0c70d1,46151.11,36945.42,0.78,0.0,RUB,0.0,0.0,26.73,5.01,2.99,5.01,,95.86,4307000000.0,44.15,18.74,6.25,0.0,2025-07-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.67,0.0,0.0,0.0,-2525383000.0,0.0,235.4,150.0,18271593832.6,2.01,1836844000.0,0.0,9.35,0.0,39.77,9.95,1.02,-7.24,0.93,113.81,19647752000.0,5.93,11.73,0.0,108889117.0,19.15,160.65,9369768000.0,0.0,52.23,26919742832.6
0.0,2b99e2d8-bc61-4e9c-a285-5e37345765fa,524934.44,412570.0,0.57,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,109.35,91455000000.0,-790.09,-27.72,4.45,0.0,2024-06-04T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,15.08,0.0,0.0,0.0,62507000000.0,0.08,147.0,95.22,110670400000.0,3.24,-29161000000.0,0.0,-5.92,0.0,-2.22,0.0,2.07,1.77,0.22,72.57,492426000000.0,-4.52,-45.18,0.0,1052000000.0,7.45,107.61,352822000000.0,0.0,661.5,406880400000.0
0.0,94ca791d-081c-47b4-a5a5-81e612893858,1074692.22,1027805.42,0.34,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7201000000.0,0.0,7.57,7.36,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2516000000.0,0.16,131.98,75.8,32456162280.0,2.86,3030000000.0,0.0,3.77,0.0,10.86,10.71,1.43,-12.9,0.4,0.0,80455000000.0,3.57,16.17,0.0,400002000.0,6.83,0.0,23556000000.0,0.0,103.78,53020162280.0
0.0,e72889a3-21db-4b2e-90bc-045ec3d28d04,893263.44,583793.63,0.72,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,-21.22,137612000000.0,-56.34,38.19,6.18,0.0,2024-12-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,12.02,0.0,0.0,0.0,-49249000000.0,0.23,1449.4,845.6,829006385936.0,0.16,31991000000.0,0.0,4.49,0.0,-14.09,25.91,1.57,-16.83,1.16,46.58,712896000000.0,3.68,6.1,0.0,837718660.0,1.48,-68.97,60059000000.0,0.0,11.37,850671385936.0
0.0,a06c6407-e6ec-4d9e-852a-62621a183b2d,49944.78,65264.33,0.7,0.0,RUB,0.0,0.0,37.11,78.0,10.78,78.0,,243.1,73884000000.0,282.89,210.18,4.58,0.0,2025-04-29T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.04,0.0,0.0,0.0,-70595000000.0,0.24,948.0,634.8,74573269617.0,3.57,21655000000.0,0.0,8.65,0.0,1.71,3.44,0.62,-1.06,0.3,116.62,250484000000.0,4.03,17.41,0.0,103030215.0,22.38,186.72,288776000000.0,0.0,239.05,338446269617.0
0.0,c4bb2441-ce9a-4079-86ca-71e5d72ae44f,0.0,0.0,0.0,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,208.6,187.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6752494759.9,0.0,29.77,0.0
0.0,d78a1e99-f964-4067-b56c-6807135516e6,985344.44,805029.17,0.42,0.0,RUB,0.0,0.0,44.16,0.05,1.52,0.05,,0.0,0.0,0.0,0.11,0.0,0.0,2025-07-02T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.47,0.0,0.0,0.0,-892572000.0,0.0,4.75,2.99,3028421277.6,0.0,104279000.0,0.0,2.92,0.0,157.57,29.04,1.36,-3.39,0.85,0.0,3573283000.0,2.18,6.09,0.0,921052700.0,0.0,0.0,1330085000.0,0.0,59.56,4337710277.6
0.0,4b449b8c-7433-479f-9cad-53aa8226a28c,349798.33,357529.46,0.7,0.0,RUB,0.0,0.0,111.82,160.0,3.38,160.0,,0.0,241701000000.0,0.0,143.09,7.94,0.0,2025-09-29T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,2.9,0.0,0.0,0.0,70261000000.0,0.3,4828.0,3659.5,1865594947062.0,0.23,55668000000.0,0.0,4.14,0.0,0.0,33.51,6.09,26.55,1.39,0.0,1345260000000.0,5.06,19.07,0.0,393959444.0,0.0,0.0,255900000000.0,0.0,83.52,1920194947062.0
0.0,09723c69-5011-4424-b8b2-4cffbb90e9c7,9773.33,12954.46,0.46,0.0,RUB,0.0,0.0,20.97,147.31,9.42,147.31,,0.0,0.0,35.29,702.57,0.0,0.0,2025-07-14T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.54,0.0,0.0,0.0,88984000000.0,0.03,2849.5,1340.5,231084062307.0,0.0,103873000000.0,0.0,9.09,0.0,10.76,2.22,0.26,2.6,0.2,33.72,1142767000000.0,9.03,12.11,0.0,147846489.0,10.3,0.0,0.0,0.0,0.0,0.0
