adr_to_common_share_ratio,asset_uid,average_daily_volume_last_10_days,average_daily_volume_last_4_weeks,beta,buy_back_ttm,currency,current_ratio_mrq,diluted_eps_ttm,dividend_payout_ratio_fy,dividend_rate_ttm,dividend_yield_daily_ttm,dividends_per_share,domicile_indicator_code,ebitda_change_five_years,ebitda_ttm,eps_change_five_years,eps_ttm,ev_to_ebitda_mrq,ev_to_sales,ex_dividend_date,fiscal_period_end_date,fiscal_period_start_date,five_year_annual_dividend_growth_rate,five_year_annual_revenue_growth_rate,five_years_average_dividend_yield,fixed_charge_coverage_ratio_fy,forward_annual_dividend_yield,free_cash_flow_to_price,free_cash_flow_ttm,free_float,high_price_last_52_weeks,low_price_last_52_weeks,market_capitalization,net_debt_to_ebitda,net_income_ttm,net_interest_margin_mrq,net_margin_mrq,number_of_employees,one_year_annual_revenue_growth_rate,pe_ratio_ttm,price_to_book_ttm,price_to_free_cash_flow_ttm,price_to_sales_ttm,revenue_change_five_years,revenue_ttm,roa,roe,roic,shares_outstanding,three_year_annual_revenue_growth_rate,total_debt_change_five_years,total_debt_mrq,total_debt_to_ebitda_mrq,total_debt_to_equity_mrq,total_enterprise_value_mrq
0.0,b647e8d7-46de-4f29-bb5a-a1e594063b2d,18167656.67,17812318.75,0.73,0.0,RUB,0.0,0.0,20.48,5.27,9.13,5.27,,26.73,260709000000.0,307.19,25.73,1.34,0.0,2025-07-18T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.73,0.0,0.0,0.0,-28895000000.0,0.25,78.45,49.42,229600787666.25,0.46,102289000000.0,0.0,11.41,0.0,39.95,2.24,4.97,-7.95,0.26,26.39,896711000000.0,9.09,-698.01,0.0,3975771215.0,20.33,282.9,172890000000.0,0.0,374.62,348645787666.25
0.0,a4f07002-22b7-4181-a856-003062a1914c,111224888.89,288352916.67,0.25,0.0,RUB,0.0,0.0,25.66,0.0,2.75,0.0,,0.0,9043000000.0,0.0,0.01,5.67,0.0,2025-07-14T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.9,0.0,0.0,0.0,-12425000000.0,0.0,0.17,0.11,60406704320.54,-1.01,6471000000.0,0.0,16.08,0.0,23.01,9.33,1.44,-4.86,1.5,0.0,40255000000.0,5.78,15.63,0.0,469725539040.0,28.0,0.0,20391000000.0,0.0,48.62,51305704320.54
0.0,fe8d49a4-3321-449b-bd08-02efbac878fe,1178114.44,771058.92,0.67,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,-19.17,35004000000.0,-382.04,-194.43,3.26,0.0,2021-12-15T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.26,0.0,0.0,0.0,-31006000000.0,0.21,138.8,55.95,14830878727.5,2.84,-34952000000.0,0.0,-8.3,0.0,3.97,0.0,-2.08,-0.48,0.04,23.66,420991000000.0,-9.93,275.57,0.0,179768227.0,-1.76,119.51,105190000000.0,0.0,-1474.08,114143878727.5
0.0,848d25c1-1f02-4837-be67-a2a8da668561,80853.33,83913.33,0.83,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-79.04,5.0,0.0,0.0,2019-12-20T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-615532000.0,0.03,176.9,96.05,35220494400.0,0.0,1412401000.0,0.0,22.17,0.0,-5.02,24.94,6.59,-57.22,5.53,-97.41,6371369000.0,6.7,30.85,0.0,282215500.0,0.0,-99.73,222154000.0,0.0,4.15,34763779400.0
0.0,b9f09cfa-1099-4691-a981-8b1a4c0c72f3,5573051.33,4906611.5,0.94,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,4.63,28786000000.0,-946.46,-146.06,8.94,0.0,2012-05-21T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,62250000000.0,0.43,131.9,61.91,30920590938.6,7.86,-60800000000.0,0.0,-18.21,0.0,-4.54,0.0,-0.22,0.5,0.09,30.65,333816000000.0,-24.6,58.27,0.0,416270745.0,-1.23,-40.59,226870000000.0,0.0,-162.18,257302590938.6
0.0,6bbdf1c2-3c56-4d1f-846c-106bf6a8ab82,719506.89,926486.63,0.42,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,17.06,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,444226000.0,0.11,228.4,116.2,16405000000.0,0.0,1706461000.0,0.0,51.28,0.0,35.58,9.61,3.03,36.93,4.93,0.0,3327877000.0,25.65,36.03,0.0,100000000.0,81.27,0.0,503128000.0,0.0,9.3,16809549000.0
0.0,b01baaa2-61f7-4f85-9db7-8e4608d945a1,419.56,370.08,0.21,0.0,RUB,0.0,0.0,56.52,723.0,3.88,723.0,,69.85,87661000000.0,23.13,1279.13,9.17,0.0,2025-12-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.82,0.0,0.0,0.0,4389000000.0,0.05,18830.0,15334.0,684785816280.0,1.36,47017000000.0,0.0,20.18,0.0,10.43,14.56,3.08,156.02,2.94,72.57,233027000000.0,11.31,21.78,0.0,36757156.0,0.0,100.41,139411000000.0,0.0,62.75,803863816280.0
0.0,6321ea79-6930-45fc-9425-85c214259756,68781.56,93449.0,0.35,0.0,RUB,0.0,0.0,46.44,64.0,4.2,64.0,,0.0,11443000000.0,0.0,137.81,0.0,0.0,2025-10-20T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,12.37,0.0,0.0,0.0,9207762000.0,0.27,1559.1,940.5,114362802723.0,0.0,10353166000.0,0.0,28.27,0.0,19.87,11.05,3.36,12.42,3.12,0.0,36626811000.0,23.43,33.2,0.0,75125010.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7fe69b86-1095-48e9-91b9-ca7f742cc977,76047.67,65643.92,0.52,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,122.96,100660475000.0,-904.02,228.73,3.14,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,41784625000.0,0.21,2266.0,1284.0,246584528822.0,0.69,26529758000.0,0.0,2.68,0.0,44.22,9.29,1.51,5.9,0.25,112.77,988638095000.0,5.52,17.72,0.0,115985197.0,22.47,-40.93,100100801000.0,0.0,61.3,315749559822.0
0.0,f18c4667-9641-467c-9ca5-f1e0e8cd1181,646747.89,946822.33,0.39,0.0,RUB,0.0,0.0,13.63,3.15,1.2,3.15,,0.0,6533593000.0,0.0,23.09,8.86,0.0,2025-07-10T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.39,0.0,0.0,0.0,903662000.0,0.15,528.45,242.8,55072500000.0,0.43,4848938000.0,0.0,25.45,0.0,80.35,11.36,6.81,60.94,2.89,0.0,19052363000.0,28.91,64.83,0.0,210000000.0,99.74,0.0,4289022000.0,0.0,53.02,57896348000.0
0.0,1d886f38-7ed5-41bb-97de-199746df7246,652.0,609.46,0.49,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,58.72,440.46,0.0,0.0,2016-07-13T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,7689238000.0,0.0,29050.0,13600.0,31130628100.0,0.0,797703000.0,0.0,1.6,0.0,0.09,39.03,-17.6,4.05,0.62,1.2,49836511000.0,0.7,-33.22,0.0,1842049.0,0.0,24.06,27911377000.0,0.0,-1578.11,41595582100.0
0.0,188f2264-e86c-477c-99d0-1233b56ba753,55921666.67,50015125.0,0.61,0.0,RUB,0.0,0.0,30.54,0.07,7.52,0.07,,116.93,38828508000.0,108.06,0.22,1.92,0.0,2025-06-25T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.03,0.0,0.0,0.0,1492988000.0,0.33,0.95,0.5,37962372968.03,0.95,9350600000.0,0.0,6.33,0.0,7.55,4.06,0.53,25.43,0.26,45.97,147729054000.0,5.82,13.89,0.0,42217941468.0,8.52,-4.79,44307363000.0,0.0,62.15,74680821968.03
0.0,c7c8d0b0-6bb7-4b69-8341-13d2d91e6f8d,7588.89,7539.58,0.46,0.0,RUB,0.0,0.0,16.37,6.5,1.57,6.5,,0.0,0.0,391.94,39.71,0.0,0.0,2025-09-23T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.48,0.0,0.0,0.0,7700000000.0,0.0,593.0,400.8,73211116938.0,0.0,9297000000.0,0.0,11.41,0.0,0.08,7.87,0.75,9.51,0.9,41.02,81446000000.0,6.41,9.92,0.0,176582530.0,-2.53,55.33,36332000000.0,0.0,37.45,83604116938.0
0.0,f8eb2e95-6783-43ef-ba32-53981256bbd9,106604.44,69440.42,0.55,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-39.2,1.04,0.0,0.0,2021-04-23T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.51,0.0,0.0,0.0,845000000.0,0.0,76.35,40.1,39940205812.5,0.0,859000000.0,0.0,9.28,0.0,5.24,46.5,2.19,47.27,4.31,32.83,9261000000.0,2.73,4.89,0.0,826919375.0,3.67,-32.62,8121000000.0,0.0,44.53,46871205812.5
0.0,55bb33e5-da31-46bb-8693-d3e9789d9302,1957666666.67,1288708333.33,0.89,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-254.93,0.0,0.0,0.0,2008-04-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6846897000.0,0.21,0.01,0.01,11185965205.23,0.0,-341960000.0,0.0,-0.56,0.0,12.24,0.0,1.01,1.63,0.18,36.24,60745796000.0,-0.68,-2.61,0.0,1458404850747.0,4.6,-14.05,13328265000.0,0.0,120.32,23561676205.23
0.0,0825af01-3cd6-4b41-bfe6-a6e6973e8191,6339522.44,4793791.67,0.88,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,141.02,91.93,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,25465000000.0,0.26,170.2,90.15,35220870000.0,0.0,27037000000.0,0.0,9.92,0.0,25.71,1.3,0.27,1.38,0.13,60.38,272459000000.0,7.96,21.25,0.0,294120000.0,3.67,11.79,66208000000.0,0.0,49.99,101087870000.0
0.0,53de5667-550e-497c-9204-a68ca94cd695,188657.78,192457.92,0.81,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-516.05,-37.45,0.0,0.0,2019-06-28T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2843231000.0,0.2,358.5,153.6,9546864196.0,0.0,-2189151000.0,0.0,-37.43,0.0,-46.59,0.0,2.06,-3.36,1.63,11.75,5848353000.0,-16.88,-38.18,0.0,58462120.0,-4.98,-3.71,3579255000.0,0.0,77.28,12907965196.0
0.0,fb0fb8a8-fcd5-4f78-b5aa-73b3be9f4454,9807021.11,6535137.08,0.81,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,54.74,184833000000.0,40.34,14.2,3.61,0.0,2024-05-27T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,9.89,0.0,0.0,0.0,10516000000.0,0.21,168.2,94.58,679272375381.6,-0.06,85125000000.0,0.0,9.45,0.0,4.94,7.98,0.78,64.59,0.75,43.35,900512000000.0,7.81,10.17,0.0,5993227240.0,-6.36,-57.24,67976000000.0,0.0,7.85,667426375381.6
0.0,f4a0d2ed-a011-4ea3-a530-367e8fd0cdfb,516844.22,345833.21,0.29,0.0,RUB,0.0,0.0,121.72,45.0,10.09,45.0,,187.27,20322000000.0,-59.98,36.97,3.49,0.0,2025-10-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.39,0.0,0.0,0.0,16515000000.0,0.24,602.0,367.6,56374400000.0,0.72,4673000000.0,0.0,3.17,0.0,15.89,12.06,2.34,3.41,0.38,155.24,147517000000.0,4.17,18.41,0.0,126400000.0,21.82,129.17,33106000000.0,0.0,137.7,70997400000.0
0.0,5bed2760-74b8-498f-9e3f-0bdb5002e551,1703123.33,1087645.83,0.7,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56213000000.0,-1479.37,8.25,2.98,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,33593000000.0,0.07,73.1,45.54,162289237500.0,0.1,24336000000.0,0.0,12.52,0.0,7.54,6.67,1.07,4.83,0.84,226.4,194314000000.0,9.77,15.96,0.0,2951250000.0,17.61,0.0,30519000000.0,0.0,20.03,167713237500.0
0.0,9f1ce2d9-a6e9-421f-8451-14207ba5830a,175529233.33,106145308.33,1.03,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-568.96,-2.52,0.0,0.0,2022-06-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.96,0.0,0.0,0.0,-28168000000.0,0.05,2.2,1.12,98062500000.0,0.0,-39556000000.0,0.0,-41.97,0.0,15.16,0.0,1.74,-3.48,1.04,74.2,94240000000.0,-19.4,-156.1,0.0,78450000000.0,3.3,258.82,98425000000.0,0.0,175.01,183851500000.0
0.0,190c521c-6374-4e8b-93c6-eabf7aa7fa4c,39229888.89,24383875.0,0.49,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,83.6,13964699000.0,-303.86,-0.01,7.7,0.0,2020-01-13T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.06,0.0,0.0,0.0,-7791128000.0,0.03,0.7,0.41,57789842000.27,3.56,-622817000.0,0.0,-0.62,0.0,11.92,0.0,4.26,-7.42,0.57,31.28,100626713000.0,-0.66,-4.47,0.0,94815163249.0,8.53,36.3,50823473000.0,0.0,374.52,107547941000.27
0.0,f898047a-dac8-4717-a40f-7f11211139ef,799659.11,680860.79,0.65,0.0,RUB,0.0,0.0,118.47,938.0,17.94,938.0,,44.42,1406709000000.0,32.59,791.74,2.47,0.0,2026-01-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,11.94,0.0,0.0,0.0,878176000000.0,0.55,7981.5,4815.0,3623341502379.0,-0.1,548570000000.0,0.0,6.95,0.0,8.74,6.61,0.65,4.13,0.46,9.95,7889690000000.0,6.42,8.66,0.0,692865762.0,-2.96,-43.64,344678000000.0,0.0,6.14,3479772502379.0
0.0,8f07f088-1126-4f9b-bb3b-97deddab9391,80971.22,87214.75,0.66,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4805000000.0,0.0,-13.93,7.03,0.0,2024-10-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.47,0.0,0.0,0.0,4098000000.0,0.09,225.8,99.0,18604830230.6,3.16,-2449000000.0,0.0,-8.19,0.0,33.61,0.0,4.37,4.54,0.62,0.0,29913000000.0,-6.38,-42.42,0.0,175849057.0,0.0,0.0,15352000000.0,0.0,360.88,33771830230.6
0.0,b27da9b1-d51c-4ae2-91bb-a2873992a46c,2201914.29,1865813.04,0.38,0.0,RUB,0.0,0.0,74.17,0.23,9.66,0.23,,0.0,0.0,2826.85,0.31,0.0,0.0,2025-07-05T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,2.75,1.87,3019137100.0,0.0,393360000.0,0.0,0.0,0.0,659.4,7.68,2.86,0.0,0.35,2791.09,8702506000.0,9.36,47.53,0.0,1268545000.0,174.15,0.0,0.0,0.0,0.0,0.0
0.0,6493c12b-0671-4fe2-9d5e-fc0b1663aa92,7.5,6.23,0.29,0.0,RUB,0.0,0.0,35.73,2803.2,10.54,2803.2,,0.0,0.0,0.0,7844.93,0.0,0.0,2026-01-16T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.33,0.0,0.0,0.0,22721165000.0,0.0,32899.93,24500.03,94765203864.0,0.0,27944154000.0,0.0,15.5,0.0,87.89,3.39,1.48,4.17,0.53,0.0,180308920000.0,27.57,46.4,0.0,3562066.0,0.0,0.0,137904000.0,0.0,0.22,75059517864.0
0.0,84cd22cb-6bbf-42cc-944c-e57af772d3d5,7961744.44,6388637.5,0.3,0.0,RUB,0.0,0.0,0.0,0.96,10.88,0.96,,0.0,0.0,-38.07,0.0,0.0,0.0,2025-07-14T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.34,0.0,0.0,0.0,0.0,0.1,11.0,8.05,169390076443.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.91,0.0,0.0,26.84,0.0,18.04,23.95,0.0,19259815400.0,0.0,-78.87,14553000000.0,0.0,7.85,161895076443.0
0.0,8558bad9-44a4-4f91-bca7-9c6e8bcd454f,60847333333.33,28735237500.0,0.5,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,33.62,0.0,0.0,0.0,2021-07-02T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.31,0.0,0.0,0.0,0.0,0.19,0.01,0.01,30302832217.08,0.0,0.0,0.0,0.0,0.0,15.06,0.0,0.19,0.0,0.0,29.65,0.0,3.79,4.96,0.0,3854341416571.0,3.42,-36.46,16683000000.0,0.0,10.68,46816832217.08
0.0,8a41634f-7e22-465c-b8f1-4b9d5292f973,92900000.0,61047500.0,0.58,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,1157.63,19062619000.0,-287.87,0.05,1.83,0.0,2019-06-18T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-589578000.0,0.39,0.1,0.06,13397520018.38,1.12,7994977000.0,0.0,10.55,0.0,10.54,1.68,1.04,-22.72,0.18,48.39,75780886000.0,14.44,85.23,0.0,151641426354.0,9.1,39.22,23934210000.0,0.0,185.74,34797119018.38
0.0,fbd323fd-389c-494a-8a19-a76f36bceb35,117909.33,151278.72,0.15,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-3.61,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-191097000.0,0.0,35.2,21.4,3050305780.42,0.0,-378411000.0,0.0,-64.76,0.0,0.0,0.0,38.45,-15.96,5.22,0.0,584331000.0,-181.27,-745.02,0.0,104857538.0,0.0,0.0,101010000.0,0.0,127.34,3086460780.42
